ordinal,name,rva,kind,pdb_rva_candidates
6238,?UpdateFrameCounts@CDocument@@UAEXXZ,0x00035788,code,1
6266,?VKeyToItem@CListBox@@UAEHII@Z,0x0009f524,code,2
6269,?WindowProc@CControlBar@@UAEJIIJ@Z,0x00033357,code,1
6275,?WindowProc@CWnd@@MAEJIIJ@Z,0x0002e08e,code,1
6276,?WinHelpA@CWinApp@@UAEXKI@Z,0x000912ed,code,1
6277,?WinHelpA@CWnd@@UAEXKI@Z,0x0008f910,code,1
6278,?WinHelpInternal@CWinApp@@UAEXKI@Z,0x00091358,code,1
6279,?WinHelpInternal@CWnd@@UAEXKI@Z,0x0008e4f7,code,1
6283,?wndTopMost@CWnd@@2V1@B,0x000df8b8,data,1
6305,?WriteProfileInt@CWinApp@@QAEHPBD0H@Z,0x00038b6e,code,1
6306,?WriteProfileStringA@CWinApp@@QAEHPBD00@Z,0x00036c0b,code,1
