rva	size	similarity	margin	zh_symbol	zh_source
0x00432010	1361	0.70	0.44	?xfer@GameClient@@MAEXPAVXfer@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GameClient.cpp
0x00433340	612	0.76	0.36	??0GameClient@@QAE@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GameClient.cpp
0x00436992	537	0.71	0.13	?parseStringFile@GameTextManager@@IAE_NPBD@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GameText.cpp
0x00443720	296	0.98	0.98	?addWorldAnimation@InGameUI@@QAEXPAVAnim2DTemplate@@PBUCoord3D@@W4WorldAnimationOptions@@MM@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/InGameUI.cpp
0x0044B3F0	716	0.83	0.83	?reset@InGameUI@@UAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/InGameUI.cpp
0x0044F960	427	0.92	0.46	?positionStartSpotControls@@YAXPAVGameWindow@@0PAUCoord3D@@PAVMapMetaData@@QAPAV1@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/SkirmishGameOptionsMenu.cpp
0x00452AD0	656	0.85	0.85	?positionAdditionalImages@@YAXPAVMapMetaData@@PAVGameWindow@@_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/SkirmishGameOptionsMenu.cpp
0x00454300	164	0.98	0.37	?resetMap@@YAXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MapUtil.cpp
0x00454B00	802	0.68	0.68	?loadMap@@YA_NVAsciiString@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MapUtil.cpp
0x004550C0	1814	0.67	0.39	?writeCacheINI@MapCache@@AAEX_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MapUtil.cpp
0x00458C80	376	0.83	0.83	?createRadiusDecal@RadiusDecalTemplate@@QBEXABUCoord3D@@MPBVPlayer@@AAVRadiusDecal@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/RadiusDecal.cpp
0x0045C2F0	229	1.00	1.00	?getScreenCornerWorldPointsAtZ@View@@UAEXPAUCoord3D@@000M@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/View.cpp
0x00462B40	156	0.80	0.16	?findAllAudioEventsOfType@AudioManager@@UAEXW4AudioType@@AAV?$vector@PAUAudioEventInfo@@V?$allocator@PAUAudioEventInfo@@@_STL@@@_STL@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Audio/GameAudio.cpp
0x0047DEC0	264	0.83	0.04	?gogoGadgetRadioButton@GameWindowManager@@UAEPAVGameWindow@@PAV2@IHHHHPAVWinInstanceData@@PAU_RadioButtonData@@PAVGameFont@@_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GameWindowManager.cpp
0x0047E010	325	0.82	0.82	?gogoGadgetStaticText@GameWindowManager@@UAEPAVGameWindow@@PAV2@IHHHHPAVWinInstanceData@@PAU_TextData@@PAVGameFont@@_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GameWindowManager.cpp
0x0047FCF0	738	0.78	0.78	?gogoGadgetTextEntry@GameWindowManager@@UAEPAVGameWindow@@PAV2@IHHHHPAVWinInstanceData@@PAU_EntryData@@PAVGameFont@@_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GameWindowManager.cpp
0x004850C0	736	0.89	0.89	?parseData@@YA_NPAPAXPAD1@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GameWindowManagerScript.cpp
0x0049DA40	464	0.75	0.75	??1ControlBar@@UAE@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/ControlBar/ControlBar.cpp
0x004A5950	959	0.60	0.39	?updateContextCommand@ControlBar@@IAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/ControlBar/ControlBarCommand.cpp
0x004A9010	600	0.70	0.70	?addCommonCommands@ControlBar@@IAEXPAVDrawable@@_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/ControlBar/ControlBarMultiSelect.cpp
0x004A9620	655	0.78	0.32	?updateContextMultiSelect@ControlBar@@IAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/ControlBar/ControlBarMultiSelect.cpp
0x004B42F0	2153	0.62	0.31	?GadgetComboBoxSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/Gadget/GadgetComboBox.cpp
0x004B5530	951	0.84	0.01	?GadgetHorizontalSliderSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/Gadget/GadgetHorizontalSlider.cpp
0x004BE340	744	0.82	0.82	?GadgetTextEntrySystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/Gadget/GadgetTextEntry.cpp
0x004BFBE0	806	0.87	0.19	?GadgetVerticalSliderSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/Gadget/GadgetVerticalSlider.cpp
0x004C0560	1459	0.73	0.73	?ControlBarSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/ControlBarCallback.cpp
0x004C0E10	439	0.81	0.12	?ShowControlBar@@YAX_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/ControlBarCallback.cpp
0x004C15D0	678	0.64	0.64	?showBuildTooltipLayout@ControlBar@@QAEXPAVGameWindow@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/ControlBarPopupDescription.cpp
0x004C3DE0	962	0.93	0.93	?ShowDiplomacy@@YAX_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Diplomacy.cpp
0x004C4BD0	838	0.90	0.90	?IMECandidateTextAreaDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/IMECandidate.cpp
0x004C8B40	1026	0.89	0.45	?RefreshGameInfoWindow@@YAXPAVGameInfo@@VUnicodeString@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/GameInfoWindow.cpp
0x004CC660	468	0.73	0.73	?updateGameOptions@@YAXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanGameOptionsMenu.cpp
0x004CD820	437	0.79	0.79	?handlePlayerTemplateSelection@@YAXH@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanGameOptionsMenu.cpp
0x004CE980	510	0.76	0.76	?LanLobbyMenuUpdate@@YAXPAVWindowLayout@@PAX@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanLobbyMenu.cpp
0x004D0820	1588	0.86	0.10	?LanMapSelectMenuSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanMapSelectMenu.cpp
0x004D1370	868	0.69	0.28	?MapSelectMenuInit@@YAXPAVWindowLayout@@PAX@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/MapSelectMenu.cpp
0x004D1C40	1628	0.87	0.47	?MapSelectMenuSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/MapSelectMenu.cpp
0x004D2700	1330	0.82	0.44	?NetworkDirectConnectInit@@YAXPAVWindowLayout@@PAX@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/NetworkDirectConnect.cpp
0x004D3650	636	0.81	0.14	?JoinDirectConnectGame@@YAXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/NetworkDirectConnect.cpp
0x004DFEF0	1517	0.94	0.53	?SaveLoadMenuSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/PopupSaveLoad.cpp
0x004E0A70	1248	0.99	0.56	?ReplayMenuSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/ReplayMenu.cpp
0x004E1450	1774	0.70	0.60	?PopulateReplayFileListbox@@YAXPAVGameWindow@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/ReplayMenu.cpp
0x004E5420	1170	0.91	0.52	?ScoreScreenSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/ScoreScreen.cpp
0x004F2C00	2751	0.66	0.42	?InitWOLGameGadgets@@YAXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLGameSetupMenu.cpp
0x004F3F20	560	0.72	0.72	?handleColorSelection@@YAXH@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanGameOptionsMenu.cpp
0x004F52C0	2101	0.79	0.51	?WOLGameSetupMenuInit@@YAXPAVWindowLayout@@PAX@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLGameSetupMenu.cpp
0x004FFB80	593	0.79	0.79	?isAgeOkay@@YA_NAAVAsciiString@@0V1@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLLoginMenu.cpp
0x00504600	1372	0.95	0.14	?WOLMapSelectMenuSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLMapSelectMenu.cpp
0x005082D0	726	0.70	0.70	?PopulatePlayerTemplateComboBox@@YAXHQAPAVGameWindow@@PAVGameInfo@@_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GUIUtil.cpp
0x00508660	1254	0.65	0.65	?PopulateCustomLadderListBox@@YAXPAVGameWindow@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/PopupHostGame.cpp
0x00520670	257	0.67	0.67	??0DynamicMeshModel@@QAE@ABV0@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dynamesh.cpp
0x00572A60	349	0.65	0.65	?getUnicodeBuildTime@Version@@QAE?AVUnicodeString@@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/version.cpp
0x0059ABC0	952	0.67	0.16	?PushButtonImageDrawThree@@YAXPAVGameWindow@@H@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GameWindowTransitionsStyles.cpp
0x005A0450	363	0.90	0.12	?drawTypeText@@YAXPAVGameWindow@@PAVDisplayString@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GameWindowTransitionsStyles.cpp
0x005A88E0	172	0.76	0.76	?canObjectForceAttack@@YA?AW4CanAttackResult@@PAVObject@@PBV2@PBUCoord3D@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MessageStream/CommandXlat.cpp
0x005ACF80	746	0.69	0.05	?issueSpecialPowerCommand@CommandTranslator@@AAE?AW4Type@GameMessage@@PBVCommandButton@@W4CommandEvaluateType@1@PAVDrawable@@PBUCoord3D@@PAVObject@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MessageStream/CommandXlat.cpp
0x005AD660	685	0.75	0.13	?issueFireWeaponCommand@CommandTranslator@@AAE?AW4Type@GameMessage@@PBVCommandButton@@W4CommandEvaluateType@1@PAVDrawable@@PBUCoord3D@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MessageStream/CommandXlat.cpp
0x005ADC10	509	0.77	0.77	?evaluateForceAttack@CommandTranslator@@QAE?AW4Type@GameMessage@@PAVDrawable@@PBUCoord3D@@W4CommandEvaluateType@1@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MessageStream/CommandXlat.cpp
0x005B1A80	396	0.88	0.88	?doGuardCommand@@YA?AW4CommandStatus@@PBVCommandButton@@W4GuardMode@@PBUICoord2D@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MessageStream/GUICommandTranslator.cpp
0x005BC020	186	0.82	0.09	??1CampaignManager@@QAE@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/System/CampaignManager.cpp
0x005CA370	1345	0.66	0.43	?ParticleSystemDebugDisplay@@YAXPAVDebugDisplayInterface@@PAXPAU_iobuf@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/System/ParticleSys.cpp
0x005CB61C	202	0.72	0.17	?findParentTemplate@ParticleSystemManager@@QBEPAVParticleSystemTemplate@@ABVAsciiString@@H@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/System/ParticleSys.cpp
0x005D0530	844	0.66	0.66	?generateParticleInfo@ParticleSystem@@IAEPBVParticleInfo@@HH@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/System/ParticleSys.cpp
0x005D1140	1744	0.71	0.51	?update@ParticleSystem@@UAE_NH@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/System/ParticleSys.cpp
0x005EFF60	349	0.62	0.22	??0RunwayInfo@FlightDeckBehavior@@QAE@ABU01@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Behavior/FlightDeckBehavior.cpp
0x005F3EE0	383	0.83	0.21	??0W3DParticleSystemManager@@QAE@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DParticleSys.cpp
0x005FD050	164	0.66	0.66	?xfer@Radar@@MAEXPAVXfer@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/Radar.cpp
0x00604620	246	0.80	0.34	?updateSway@SwayClientUpdate@@IAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/Drawable/Update/SwayClientUpdate.cpp
0x00604840	573	0.91	0.35	?clientUpdate@SwayClientUpdate@@UAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/Drawable/Update/SwayClientUpdate.cpp
0x006086E0	201	0.70	0.04	??0MinefieldBehavior@@QAE@PAVThing@@PBVModuleData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Behavior/MinefieldBehavior.cpp
0x0061AF80	304	0.68	0.26	??0DynamicMeshModel@@QAE@ABV0@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dynamesh.cpp
0x00624240	1106	0.96	0.96	?UpdateSlotList@@YAXPAVGameInfo@@QAPAVGameWindow@@1111PAV2@1@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GUIUtil.cpp
0x00625A00	183	0.91	0.91	?addChat@GameSpyInfo@@UAEXVAsciiString@@HVUnicodeString@@_N2PAVGameWindow@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/Chat.cpp
0x0062DB90	1487	0.82	0.82	?insertGame@@YAHPAVGameWindow@@PAVGameSpyStagingRoom@@_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/LobbyUtils.cpp
0x0062E2E0	418	0.99	0.99	?RefreshGameListBox@@YAXPAVGameWindow@@_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/LobbyUtils.cpp
0x0062EA60	741	0.84	0.84	?startOnline@@YAXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/MainMenuUtils.cpp
0x00630160	598	0.66	0.66	?reallyStartPatchCheck@@YAXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/MainMenuUtils.cpp
0x00632850	184	0.62	0.62	?translateSpeakerTypeToUnsignedInt@AudioManager@@UAEIABVAsciiString@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Audio/GameAudio.cpp
0x00639950	945	0.76	0.76	?launchGame@GameSpyStagingRoom@@QAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/StagingRoomGameInfo.cpp
0x00688CD0	709	0.83	0.83	?OnHasMap@LANAPI@@UAEXI_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPICallbacks.cpp
0x006894B0	891	0.67	0.67	?OnGameJoin@LANAPI@@UAEXW4ReturnType@LANAPIInterface@@PAVLANGameInfo@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPICallbacks.cpp
0x00689BD0	653	0.80	0.80	?OnChat@LANAPI@@UAEXVUnicodeString@@I0W4ChatType@LANAPIInterface@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPICallbacks.cpp
0x0068A3E0	1041	0.66	0.66	?OnGameStart@LANAPI@@UAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPICallbacks.cpp
0x0068BAC0	999	0.67	0.67	?handleRequestGameLeave@LANAPI@@IAEXPAULANMessage@@I@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPIhandlers.cpp
0x0068CF00	818	0.77	0.77	?handleJoinAccept@LANAPI@@IAEXPAULANMessage@@I@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPIhandlers.cpp
0x006BD380	665	0.86	0.86	?xfer@W3DRenderObjectSnapshot@@MAEXPAVXfer@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameLogic/W3DGhostObject.cpp
0x006BD6E0	840	0.69	0.34	?xfer@W3DGhostObject@@MAEXPAVXfer@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameLogic/W3DGhostObject.cpp
0x006BDE00	378	0.88	0.88	?snapShot@W3DGhostObject@@UAEXH@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameLogic/W3DGhostObject.cpp
0x006BEB90	607	0.77	0.77	?loadMap@W3DTerrainLogic@@UAE_NVAsciiString@@_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameLogic/W3DTerrainLogic.cpp
0x006C1F20	924	0.61	0.61	?init@W3DRadar@@UAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/Common/System/W3DRadar.cpp
0x006C63D9	1057	0.69	0.44	?isClearLineOfSight@BaseHeightMapRenderObjClass@@QBE_NABUCoord3D@@0@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006C6910	735	0.62	0.12	?isClearLineOfSight@BaseHeightMapRenderObjClass@@QBE_NABUCoord3D@@0@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006CBB50	957	0.79	0.79	?getHeightMapHeight@BaseHeightMapRenderObjClass@@QBEMMMPAUCoord3D@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006CCE70	2268	0.63	0.09	?renderShoreLines@BaseHeightMapRenderObjClass@@IAEXPAVCameraClass@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006CDD70	374	0.96	0.27	?renderTrees@BaseHeightMapRenderObjClass@@QAEXPAVCameraClass@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006CDF90	2839	0.79	0.58	?Cast_Ray@BaseHeightMapRenderObjClass@@UAE_NAAVRayCollisionTestClass@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006D0F40	332	0.84	0.40	?updateViewImpassableAreas@BaseHeightMapRenderObjClass@@QAEX_NHHHH@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006D2730	576	0.74	0.19	?initHeightData@FlatHeightMapRenderObjClass@@UAEHHHPAVWorldHeightMap@@PAV?$RefMultiListIterator@VRenderObjClass@@@@_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/FlatHeightMap.cpp
0x006D60D0	994	0.84	0.40	?update@AlphaEdgeTextureClass@@QAEHPAVWorldHeightMap@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/TerrainTex.cpp
0x006D7EA0	1272	0.92	0.58	?getModelVertices@W3DBridge@@IAEHPAUVertexFormatXYZNDUV1@@HMAAVVector3@@111ABVMatrix3D@@PAVMeshClass@@PAV?$RefMultiListIterator@VRenderObjClass@@@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DBridgeBuffer.cpp
0x006DA2D0	1191	0.79	0.48	?drawBridges@W3DBridgeBuffer@@QAEXPAVCameraClass@@_NPAVTextureClass@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DBridgeBuffer.cpp
0x006DFDB0	316	0.93	0.36	?getPickRay@W3DView@@AAEXPBUICoord2D@@PAVVector3@@1@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DView.cpp
0x006F7CB0	191	0.73	0.18	?Update_Cached_Bounding_Volumes@ShdMeshClass@@MBEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/wwshade/shdmesh.cpp
0x006FC970	239	0.70	0.20	??0WaveGuideUpdate@@QAE@PAVThing@@PBVModuleData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/WaveGuideUpdate.cpp
0x006FD550	294	0.74	0.74	??1W3DParticleSystemManager@@UAE@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DParticleSys.cpp
0x00700030	329	0.69	0.69	??0W3DPropBuffer@@QAE@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DPropBuffer.cpp
0x00712F60	1112	0.86	0.86	??0RTS3DScene@@QAE@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DScene.cpp
0x0071D5E0	809	0.69	0.69	?updateVertexBuffer@W3DTreeBuffer@@IAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
0x00729700	792	0.63	0.17	?setFlipRecursive@W3DTerrainBackground@@IAEXHHH@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTerrainBackground.cpp
0x007318A0	259	0.80	0.80	?xfer@W3DTerrainVisual@@MAEXPAVXfer@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTerrainVisual.cpp
0x00732130	672	0.72	0.01	?addFactionBibDrawable@W3DTerrainVisual@@UAEXPAVDrawable@@_NM@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTerrainVisual.cpp
0x00734180	192	0.84	0.84	?cull@W3DTreeBuffer@@IAEXPBVCameraClass@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
0x00734270	953	0.69	0.69	?updateVertexBuffer@W3DTreeBuffer@@IAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
