vtable_rva	label	slot	func_rva	func_name
0xD111BC	`vftable'	1	0x3AED1	LoadPostProcess
0xD111BC	`vftable'	2	0x35198	GetSnapshotName
0xD111BC	`vftable'	3	0x3D924	DoXfer
0xD111D0	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	0	0x4A331	getClass
0xD111D0	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	1	0x573B	thunk_FUN_009dc2c0
0xD111D0	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	2	0x4622C	clone
0xD111D0	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	3	0x2C002	createModule
0xD111D0	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	4	0x1326E	writeINI
0xD111D4	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	0	0x573B	thunk_FUN_009dc2c0
0xD111D4	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	1	0x4622C	clone
0xD111D4	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	2	0x2C002	createModule
0xD111D4	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	3	0x1326E	writeINI
0xD111E8	`vftable'	1	0x3AED1	LoadPostProcess
0xD111E8	`vftable'	2	0x35198	GetSnapshotName
0xD111E8	`vftable'	3	0x3D924	DoXfer
0xD111FC	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	0	0x38FE1	getClass
0xD111FC	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	1	0x3C4E3	thunk_FUN_009dc450
0xD111FC	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	2	0x45903	clone
0xD111FC	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	3	0x2063A	createModule
0xD111FC	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	4	0x3A88C	writeINI
0xD11200	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	0	0x3C4E3	thunk_FUN_009dc450
0xD11200	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	1	0x45903	clone
0xD11200	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	2	0x2063A	createModule
0xD11200	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	3	0x3A88C	writeINI
0xD11214	`vftable'	1	0x3AED1	LoadPostProcess
0xD11214	`vftable'	2	0x35198	GetSnapshotName
0xD11214	`vftable'	3	0x3D924	DoXfer
0xD11228	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	0	0x9B8D	getClass
0xD11228	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	1	0xF5C4	thunk_FUN_009dc600
0xD11228	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	2	0x1A019	clone
0xD11228	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	3	0xCE14	createModule
0xD11228	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	4	0x2D2D1	writeINI
0xD1122C	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	0	0xF5C4	thunk_FUN_009dc600
0xD1122C	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	1	0x1A019	clone
0xD1122C	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	2	0xCE14	createModule
0xD1122C	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	3	0x2D2D1	writeINI
0xD11240	`vftable'	1	0x3AED1	LoadPostProcess
0xD11240	`vftable'	2	0x35198	GetSnapshotName
0xD11240	`vftable'	3	0x3D924	DoXfer
0xD11254	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	0	0x2E34D	getClass
0xD11254	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	1	0x223AE	thunk_FUN_009dc7b0
0xD11254	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	2	0x46BAA	clone
0xD11254	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	3	0x14BE1	createModule
0xD11254	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<5>'}	4	0x22188	writeINI
0xD11258	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	0	0x223AE	thunk_FUN_009dc7b0
0xD11258	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	1	0x46BAA	clone
0xD11258	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	2	0x14BE1	createModule
0xD11258	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	3	0x22188	writeINI
0xD11278	`vftable'	1	0x1FBD6	LoadPostProcess
0xD11278	`vftable'	2	0x1E8D	GetSnapshotName
0xD11278	`vftable'	3	0x16B85	DoXfer
0xD1128C	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	1	0x1DFB6	thunk_FUN_009de180
0xD11290	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	0	0x1DFB6	thunk_FUN_009de180
0xD112A4	`vftable'	1	0x1FBD6	LoadPostProcess
0xD112A4	`vftable'	2	0x1E8D	GetSnapshotName
0xD112A4	`vftable'	3	0x16B85	DoXfer
0xD112B8	`vftable'	1	0x4615F	LoadPostProcess
0xD112B8	`vftable'	2	0x26F99	GetSnapshotName
0xD112B8	`vftable'	3	0x328EE	DoXfer
0xD112CC	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<6>'}	1	0x25E73	thunk_FUN_009de5e0
0xD112D0	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	0	0x25E73	thunk_FUN_009de5e0
0xD112E4	`vftable'	1	0x4615F	LoadPostProcess
0xD112E4	`vftable'	2	0x26F99	GetSnapshotName
0xD112E4	`vftable'	3	0x328EE	DoXfer
0xD112F8	`vftable'	1	0x3D208	LoadPostProcess
0xD112F8	`vftable'	2	0x18D36	GetSnapshotName
0xD112F8	`vftable'	3	0x320A1	DoXfer
0xD1130C	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	1	0x15B27	thunk_FUN_009dea10
0xD11310	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	0	0x15B27	thunk_FUN_009dea10
0xD11324	`vftable'	1	0x3D208	LoadPostProcess
0xD11324	`vftable'	2	0x18D36	GetSnapshotName
0xD11324	`vftable'	3	0x320A1	DoXfer
0xD11338	`vftable'	0	0x29FEB	createTemplate
0xD11338	`vftable'	1	0x1FA5	createTemplate
0xD11380	`vftable'	1	0x4615F	LoadPostProcess
0xD11380	`vftable'	2	0x26F99	GetSnapshotName
0xD11380	`vftable'	3	0x328EE	DoXfer
0xD11394	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<6>'}	0	0x1F195	getClass
0xD11394	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<6>'}	1	0x8E09	thunk_FUN_009df790
0xD11394	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<6>'}	2	0xA993	clone
0xD11394	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<6>'}	3	0x40A89	createModule
0xD11394	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<6>'}	4	0x26E5E	writeINI
0xD11398	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	0	0x8E09	thunk_FUN_009df790
0xD11398	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	1	0xA993	clone
0xD11398	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	2	0x40A89	createModule
0xD11398	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	3	0x26E5E	writeINI
0xD113AC	`vftable'	0	0xC7B6	createTemplate
0xD113AC	`vftable'	1	0x2BDE1	createTemplate
0xD113B8	`vftable'	0	0x47168	createTemplate
0xD113B8	`vftable'	1	0x10564	createTemplate
0xD113C4	`vftable'	0	0x1BBB7	createTemplate
0xD113C4	`vftable'	1	0x41EF2	createTemplate
0xD113D0	`vftable'	0	0x3346F	createTemplate
0xD113D0	`vftable'	1	0x43E46	createTemplate
0xD113DC	`vftable'	0	0x2A04F	createTemplate
0xD113DC	`vftable'	1	0x72BB	createTemplate
0xD113E8	`vftable'	0	0x19CD6	createTemplate
0xD113E8	`vftable'	1	0x48FD6	createTemplate
0xD113F4	`vftable'	0	0x26D5A	createTemplate
0xD113F4	`vftable'	1	0x43626	createTemplate
0xD11400	`vftable'	0	0xA8B2	createTemplate
0xD11400	`vftable'	1	0x19B50	createTemplate
0xD1140C	`vftable'	1	0x1FBD6	LoadPostProcess
0xD1140C	`vftable'	2	0x1E8D	GetSnapshotName
0xD1140C	`vftable'	3	0x16B85	DoXfer
0xD11420	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	0	0x625D	getClass
0xD11420	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	1	0x1CB75	thunk_FUN_009e1ea0
0xD11420	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	2	0x8A0D	clone
0xD11420	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	3	0xC685	createModule
0xD11420	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	4	0x3D1A4	writeINI
0xD11424	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	0	0x1CB75	thunk_FUN_009e1ea0
0xD11424	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	1	0x8A0D	clone
0xD11424	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	2	0xC685	createModule
0xD11424	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	3	0x3D1A4	writeINI
0xD11438	`vftable'	1	0x3D208	LoadPostProcess
0xD11438	`vftable'	2	0x18D36	GetSnapshotName
0xD11438	`vftable'	3	0x320A1	DoXfer
0xD1144C	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	0	0x38E74	getClass
0xD1144C	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	1	0x16F8B	thunk_FUN_009e1fb0
0xD1144C	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	2	0x23A92	clone
0xD1144C	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	3	0x19920	createModule
0xD1144C	`vftable'{for_`FXParticleSystem::CategoryModuleInfo<8>'}	4	0x27DD6	writeINI
0xD11450	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	0	0x16F8B	thunk_FUN_009e1fb0
0xD11450	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	1	0x23A92	clone
0xD11450	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	2	0x19920	createModule
0xD11450	`vftable'{for_`FXParticleSystem::ModuleTemplate'}	3	0x27DD6	writeINI
0xD29258	`vftable'	1	0x4A7FA	IsLoading
0xD29258	`vftable'	2	0x3C286	IsStoring
0xD29258	`vftable'	3	0x1BE7D	IsCRC
0xD29258	`vftable'	4	0x28B78	IsLightCRC
