iat_va,dll,name,hint
0x01358C80,TAPI32.dll,lineAnswer,35
0x01358C84,TAPI32.dll,lineClose,39
0x01358C88,TAPI32.dll,lineGetDevCaps,101
0x01358C8C,TAPI32.dll,lineGetID,109
0x01358C90,TAPI32.dll,lineInitialize,139
0x01358C94,TAPI32.dll,lineMakeCall,142
0x01358C98,TAPI32.dll,lineNegotiateAPIVersion,148
0x01358C9C,TAPI32.dll,lineOpen,150
0x01358CA0,TAPI32.dll,lineShutdown,208
0x01358CA8,NETAPI32.dll,Netbios,273
0x01358CB0,WS2_32.dll,WSAIoctl,73
0x01358CB4,WS2_32.dll,getsockopt,6
0x01358CB8,WS2_32.dll,recv,15
0x01358CBC,WS2_32.dll,recvfrom,16
0x01358CC0,WS2_32.dll,setsockopt,20
0x01358CC8,KERNEL32.dll,AllocConsole,19
0x01358CCC,KERNEL32.dll,CloseHandle,84
0x01358CD0,KERNEL32.dll,CompareStringA,99
0x01358CD4,KERNEL32.dll,CompareStringW,102
0x01358CD8,KERNEL32.dll,CopyFileA,114
0x01358CDC,KERNEL32.dll,CreateDirectoryA,126
0x01358CE0,KERNEL32.dll,CreateDirectoryW,131
0x01358CE4,KERNEL32.dll,CreateEventA,132
0x01358CE8,KERNEL32.dll,CreateFileA,138
0x01358CEC,KERNEL32.dll,CreateFileMappingA,139
0x01358CF0,KERNEL32.dll,CreateFileW,145
0x01358CF4,KERNEL32.dll,CreateMutexA,157
0x01358CF8,KERNEL32.dll,CreateMutexW,160
0x01358CFC,KERNEL32.dll,CreateProcessA,166
0x01358D00,KERNEL32.dll,CreateThread,183
0x01358D04,KERNEL32.dll,CreateToolhelp32Snapshot,192
0x01358D08,KERNEL32.dll,DebugBreak,201
0x01358D0C,KERNEL32.dll,DeleteCriticalSection,211
0x01358D10,KERNEL32.dll,DeleteFileA,213
0x01358D14,KERNEL32.dll,DosDateTimeToFileTime,230
0x01358D18,KERNEL32.dll,EnterCriticalSection,240
0x01358D1C,KERNEL32.dll,EnumSystemLocalesA,271
0x01358D20,KERNEL32.dll,ExitProcess,283
0x01358D24,KERNEL32.dll,FileTimeToDosDateTime,293
0x01358D28,KERNEL32.dll,FindClose,304
0x01358D2C,KERNEL32.dll,FindFirstFileA,308
0x01358D30,KERNEL32.dll,FindNextFileA,325
0x01358D34,KERNEL32.dll,FindResourceA,333
0x01358D38,KERNEL32.dll,FindResourceW,336
0x01358D3C,KERNEL32.dll,FormatMessageA,351
0x01358D40,KERNEL32.dll,FormatMessageW,352
0x01358D44,KERNEL32.dll,FreeConsole,353
0x01358D48,KERNEL32.dll,FreeLibrary,356
0x01358D4C,KERNEL32.dll,GetACP,362
0x01358D50,KERNEL32.dll,GetCPInfo,372
0x01358D54,KERNEL32.dll,GetCommConfig,386
0x01358D58,KERNEL32.dll,GetCommState,390
0x01358D5C,KERNEL32.dll,GetCommandLineA,392
0x01358D60,KERNEL32.dll,GetComputerNameA,398
0x01358D64,KERNEL32.dll,GetConsoleScreenBufferInfo,436
0x01358D68,KERNEL32.dll,GetConsoleTitleA,439
0x01358D6C,KERNEL32.dll,GetCurrentDirectoryA,448
0x01358D70,KERNEL32.dll,GetCurrentProcess,450
0x01358D74,KERNEL32.dll,GetCurrentProcessId,451
0x01358D78,KERNEL32.dll,GetCurrentThread,454
0x01358D7C,KERNEL32.dll,GetCurrentThreadId,455
0x01358D80,KERNEL32.dll,GetDateFormatA,456
0x01358D84,KERNEL32.dll,GetDateFormatW,458
0x01358D88,KERNEL32.dll,GetDiskFreeSpaceExA,463
0x01358D8C,KERNEL32.dll,GetDriveTypeA,468
0x01358D90,KERNEL32.dll,GetEnvironmentStrings,474
0x01358D94,KERNEL32.dll,GetEnvironmentVariableA,477
0x01358D98,KERNEL32.dll,GetEnvironmentVariableW,478
0x01358D9C,KERNEL32.dll,GetExitCodeProcess,481
0x01358DA0,KERNEL32.dll,GetExitCodeThread,482
0x01358DA4,KERNEL32.dll,GetFileInformationByHandle,492
0x01358DA8,KERNEL32.dll,GetFileSize,496
0x01358DAC,KERNEL32.dll,GetFileType,499
0x01358DB0,KERNEL32.dll,GetFullPathNameA,504
0x01358DB4,KERNEL32.dll,GetLastError,514
0x01358DB8,KERNEL32.dll,GetLocalTime,515
0x01358DBC,KERNEL32.dll,GetLocaleInfoA,516
0x01358DC0,KERNEL32.dll,GetModuleFileNameA,531
0x01358DC4,KERNEL32.dll,GetModuleFileNameW,532
0x01358DC8,KERNEL32.dll,GetModuleHandleA,533
0x01358DCC,KERNEL32.dll,GetNumberOfConsoleInputEvents,565
0x01358DD0,KERNEL32.dll,GetOverlappedResult,568
0x01358DD4,KERNEL32.dll,GetPriorityClass,570
0x01358DD8,KERNEL32.dll,GetProcAddress,581
0x01358DDC,KERNEL32.dll,GetProcessHeap,586
0x01358DE0,KERNEL32.dll,GetStartupInfoA,611
0x01358DE4,KERNEL32.dll,GetStdHandle,613
0x01358DE8,KERNEL32.dll,GetStringTypeA,615
0x01358DEC,KERNEL32.dll,GetStringTypeExW,617
0x01358DF0,KERNEL32.dll,GetStringTypeW,618
0x01358DF4,KERNEL32.dll,GetSystemInfo,628
0x01358DF8,KERNEL32.dll,GetSystemTimeAsFileTime,634
0x01358DFC,KERNEL32.dll,GetTempFileNameA,643
0x01358E00,KERNEL32.dll,GetTempPathA,645
0x01358E04,KERNEL32.dll,GetThreadLocale,653
0x01358E08,KERNEL32.dll,GetThreadPriority,655
0x01358E0C,KERNEL32.dll,GetTickCount,661
0x01358E10,KERNEL32.dll,GetTimeFormatA,662
0x01358E14,KERNEL32.dll,GetTimeFormatW,664
0x01358E18,KERNEL32.dll,GetTimeZoneInformation,665
0x01358E1C,KERNEL32.dll,GetVersion,675
0x01358E20,KERNEL32.dll,GetVersionExA,676
0x01358E24,KERNEL32.dll,GetVolumeInformationA,678
0x01358E28,KERNEL32.dll,GlobalAlloc,693
0x01358E2C,KERNEL32.dll,GlobalFree,700
0x01358E30,KERNEL32.dll,GlobalMemoryStatus,705
0x01358E34,KERNEL32.dll,GlobalReAlloc,707
0x01358E38,KERNEL32.dll,GlobalSize,708
0x01358E3C,KERNEL32.dll,HeapAlloc,717
0x01358E40,KERNEL32.dll,HeapCreate,719
0x01358E44,KERNEL32.dll,HeapFree,721
0x01358E48,KERNEL32.dll,HeapSetInformation,725
0x01358E4C,KERNEL32.dll,InitializeCriticalSection,741
0x01358E50,KERNEL32.dll,InterlockedCompareExchange,748
0x01358E54,KERNEL32.dll,InterlockedDecrement,749
0x01358E58,KERNEL32.dll,InterlockedExchange,750
0x01358E5C,KERNEL32.dll,InterlockedIncrement,753
0x01358E60,KERNEL32.dll,IsBadCodePtr,757
0x01358E64,KERNEL32.dll,IsBadReadPtr,760
0x01358E68,KERNEL32.dll,IsProcessorFeaturePresent,773
0x01358E6C,KERNEL32.dll,LCMapStringA,812
0x01358E70,KERNEL32.dll,LCMapStringW,814
0x01358E74,KERNEL32.dll,LeaveCriticalSection,826
0x01358E78,KERNEL32.dll,LoadLibraryA,829
0x01358E7C,KERNEL32.dll,LoadResource,834
0x01358E80,KERNEL32.dll,LocalAlloc,837
0x01358E84,KERNEL32.dll,LocalFree,841
0x01358E88,KERNEL32.dll,LockResource,852
0x01358E8C,KERNEL32.dll,MapViewOfFile,855
0x01358E90,KERNEL32.dll,MapViewOfFileEx,856
0x01358E94,KERNEL32.dll,Module32First,858
0x01358E98,KERNEL32.dll,Module32Next,860
0x01358E9C,KERNEL32.dll,MulDiv,870
0x01358EA0,KERNEL32.dll,MultiByteToWideChar,871
0x01358EA4,KERNEL32.dll,OpenEventA,884
0x01358EA8,KERNEL32.dll,OutputDebugStringA,905
0x01358EAC,KERNEL32.dll,OutputDebugStringW,906
0x01358EB0,KERNEL32.dll,PurgeComm,923
0x01358EB4,KERNEL32.dll,QueryPerformanceCounter,935
0x01358EB8,KERNEL32.dll,QueryPerformanceFrequency,936
0x01358EBC,KERNEL32.dll,RaiseException,945
0x01358EC0,KERNEL32.dll,ReadConsoleInputA,949
0x01358EC4,KERNEL32.dll,ReadFile,960
0x01358EC8,KERNEL32.dll,ReadProcessMemory,963
0x01358ECC,KERNEL32.dll,ReleaseMutex,1018
