size,rva,zh_symbol,zh_source,dump_file
131,0x2dc520,??0CubeTextureLoadTaskClass@@QAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/textureloader.cpp,game/gen_asm/d_002db880.asm
127,0x9eb960,??0SkirmishPreferences@@QAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/SkirmishGameOptionsMenu.cpp,game/gen_asm/d_009d9a30.asm
127,0x9eb960,??0SkirmishBattleHonors@@QAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/SkirmishBattleHonors.cpp,game/gen_asm/d_009d9a30.asm
127,0x9eb960,??0OptionPreferences@@QAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/OptionsMenu.cpp,game/gen_asm/d_009d9a30.asm
127,0x9eb960,??0LANPreferences@@QAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanLobbyMenu.cpp,game/gen_asm/d_009d9a30.asm
127,0x22a450,?buildFieldParse@RiderChangeContainModuleData@@SAXAAVMultiIniFieldParse@@@Z,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Contain/RiderChangeContain.cpp,game/gen_asm/d_00218ee0.asm
125,0x9a2030,??1W3DBridge@@QAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DBridgeBuffer.cpp,game/gen_asm/d_0099d0c0.asm
122,0x7af400,??0W3DShadowTexture@@QAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DProjectedShadow.cpp,game/gen_asm/d_007a4d40.asm
120,0x7518d0,??1FXListStore@@UAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/FXList.cpp,game/gen_asm/d_00745b10.asm
120,0x7518d0,??1DamageFXStore@@UAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/DamageFX.cpp,game/gen_asm/d_00745b10.asm
120,0x7518d0,??1ArmorStore@@UAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Armor.cpp,game/gen_asm/d_00745b10.asm
118,0x758ce0,??0W3DPoliceCarDraw@@QAE@PAVThing@@PBVModuleData@@@Z,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DPoliceCarDraw.cpp,game/gen_asm/d_00753460.asm
115,0x7bbe20,??1W3DShadowGeometry@@UAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,game/gen_asm/d_007b14a0.asm
114,0x8a690,?prependNode@Path@@QAEXPBUCoord3D@@W4PathfindLayerEnum@@@Z,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIPathfind.cpp,game/gen_asm/d_0007f6b0.asm
113,0x1cc790,?onContaining@MobNexusContain@@UAEXPAVObject@@_N@Z,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Contain/MobNexusContain.cpp,game/gen_asm/d_001c7e60.asm
113,0x1c54a0,??0SmartBombTargetHomingUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/SmartBombTargetHomingUpdate.cpp,game/gen_asm/d_001bd560.asm
112,0x467510,?Setup_Mix_File@@YAXXZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/mixfile.cpp,game/gen_asm/d_00460f80.asm
111,0x4f0760,?PopBackToLobby@@YAXXZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLGameSetupMenu.cpp,game/gen_asm/d_004e5420.asm
111,0x3b5170,??1ShdDefClass@@UAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/wwshade/shddef.cpp,game/gen_asm/d_003ad560.asm
109,0x2ce4f0,??0RailedTransportDockUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/DockUpdate/RailedTransportDockUpdate.cpp,game/gen_asm/d_002bbb80.asm
107,0x891f30,?Deinit@TextureLoader@@SAXXZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/textureloader.cpp,game/gen_asm/d_0088a430.asm
105,0x4762d0,??1TimeCodedMorphKeysClass@@QAE@XZ,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/hmorphanim.cpp,game/gen_asm/d_00475b00.asm
104,0x491d20,??0GeometryInfo@@QAE@W4GeometryType@@_NMMM@Z,inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/BuildAssistant.cpp,game/gen_asm/d_0048a320.asm
