rva	size	similarity	margin	zh_symbol	zh_source
0x004C0E10	439	0.81	0.12	?ShowControlBar@@YAX_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/ControlBarCallback.cpp
0x004C15D0	678	0.64	0.64	?showBuildTooltipLayout@ControlBar@@QAEXPAVGameWindow@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/ControlBarPopupDescription.cpp
0x004C3DE0	962	0.93	0.93	?ShowDiplomacy@@YAX_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Diplomacy.cpp
0x004C4BD0	838	0.90	0.90	?IMECandidateTextAreaDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/IMECandidate.cpp
0x004C8B40	1026	0.89	0.45	?RefreshGameInfoWindow@@YAXPAVGameInfo@@VUnicodeString@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/GameInfoWindow.cpp
0x004CA140	1899	0.92	0.57	?KeyboardTextEntryInput@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/KeyboardOptionsMenu.cpp
0x004CC660	468	0.73	0.73	?updateGameOptions@@YAXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanGameOptionsMenu.cpp
0x004CC980	2229	0.85	0.51	?StartPressed@@YAXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanGameOptionsMenu.cpp
0x004CD820	437	0.79	0.79	?handlePlayerTemplateSelection@@YAXH@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanGameOptionsMenu.cpp
0x004CDA50	978	0.90	0.43	?LanGameOptionsMenuInit@@YAXPAVWindowLayout@@PAX@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanGameOptionsMenu.cpp
0x004D0820	1588	0.86	0.10	?LanMapSelectMenuSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanMapSelectMenu.cpp
0x004D1370	868	0.69	0.28	?MapSelectMenuInit@@YAXPAVWindowLayout@@PAX@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/MapSelectMenu.cpp
0x004D1C40	1628	0.87	0.47	?MapSelectMenuSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/MapSelectMenu.cpp
0x004D2700	1330	0.82	0.82	?NetworkDirectConnectInit@@YAXPAVWindowLayout@@PAX@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/NetworkDirectConnect.cpp
0x004D3650	636	0.81	0.14	?JoinDirectConnectGame@@YAXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/NetworkDirectConnect.cpp
0x004D7E60	1202	0.89	0.89	?updateLadderDetails@@YAXHPAVGameWindow@@0@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/PopupLadderSelect.cpp
0x004DBE80	4129	0.63	0.37	?PopulatePlayerInfoWindows@@YAXVAsciiString@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/PopupPlayerInfo.cpp
0x004DFEF0	1517	0.94	0.53	?SaveLoadMenuSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/PopupSaveLoad.cpp
0x004E0A70	1248	0.99	0.56	?ReplayMenuSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/ReplayMenu.cpp
0x004E1450	1774	0.70	0.60	?PopulateReplayFileListbox@@YAXPAVGameWindow@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/ReplayMenu.cpp
0x004E5420	1170	0.91	0.52	?ScoreScreenSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/ScoreScreen.cpp
0x004E8320	1036	0.65	0.37	?grabSinglePlayerInfo@@YAXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/ScoreScreen.cpp
0x004F2C00	2751	0.66	0.42	?InitWOLGameGadgets@@YAXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLGameSetupMenu.cpp
0x004F3F20	560	0.72	0.72	?handleColorSelection@@YAXH@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanGameOptionsMenu.cpp
0x004F52C0	2101	0.79	0.51	?WOLGameSetupMenuInit@@YAXPAVWindowLayout@@PAX@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLGameSetupMenu.cpp
0x00504600	1372	0.95	0.14	?WOLMapSelectMenuSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLMapSelectMenu.cpp
0x005082D0	726	0.70	0.70	?PopulatePlayerTemplateComboBox@@YAXHQAPAVGameWindow@@PAVGameInfo@@_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GUIUtil.cpp
0x00508660	1254	0.65	0.65	?PopulateCustomLadderListBox@@YAXPAVGameWindow@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/PopupHostGame.cpp
0x005409A0	2224	0.62	0.22	?WOLGameSetupMenuInit@@YAXPAVWindowLayout@@PAX@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLGameSetupMenu.cpp
0x00541480	11736	0.65	0.43	?WOLGameSetupMenuUpdate@@YAXPAVWindowLayout@@PAX@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLGameSetupMenu.cpp
0x0056F1F0	2286	0.60	0.32	?PopulateReplayFileListbox@@YAXPAVGameWindow@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/ReplayMenu.cpp
0x00572A60	349	0.65	0.34	?getUnicodeBuildTime@Version@@QAE?AVUnicodeString@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/version.cpp
0x0059ABC0	952	0.67	0.16	?PushButtonImageDrawThree@@YAXPAVGameWindow@@H@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GameWindowTransitionsStyles.cpp
0x005A0450	363	0.90	0.12	?drawTypeText@@YAXPAVGameWindow@@PAVDisplayString@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GameWindowTransitionsStyles.cpp
0x005A88E0	172	0.76	0.76	?canObjectForceAttack@@YA?AW4CanAttackResult@@PAVObject@@PBV2@PBUCoord3D@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MessageStream/CommandXlat.cpp
0x005ACF80	746	0.69	0.05	?issueSpecialPowerCommand@CommandTranslator@@AAE?AW4Type@GameMessage@@PBVCommandButton@@W4CommandEvaluateType@1@PAVDrawable@@PBUCoord3D@@PAVObject@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MessageStream/CommandXlat.cpp
0x005AD660	685	0.75	0.13	?issueFireWeaponCommand@CommandTranslator@@AAE?AW4Type@GameMessage@@PBVCommandButton@@W4CommandEvaluateType@1@PAVDrawable@@PBUCoord3D@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MessageStream/CommandXlat.cpp
0x005ADC10	509	0.77	0.77	?evaluateForceAttack@CommandTranslator@@QAE?AW4Type@GameMessage@@PAVDrawable@@PBUCoord3D@@W4CommandEvaluateType@1@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MessageStream/CommandXlat.cpp
0x005B1A80	396	0.88	0.88	?doGuardCommand@@YA?AW4CommandStatus@@PBVCommandButton@@W4GuardMode@@PBUICoord2D@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MessageStream/GUICommandTranslator.cpp
0x005B6BA0	845	0.81	0.81	?translateGameMessage@MetaEventTranslator@@UAE?AW4GameMessageDisposition@@PBVGameMessage@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/MessageStream/MetaEvent.cpp
0x005BC020	186	0.82	0.09	??1CampaignManager@@QAE@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/System/CampaignManager.cpp
0x005CA370	1345	0.66	0.43	?ParticleSystemDebugDisplay@@YAXPAVDebugDisplayInterface@@PAXPAU_iobuf@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/System/ParticleSys.cpp
0x005CB61C	202	0.72	0.72	?findParentTemplate@ParticleSystemManager@@QBEPAVParticleSystemTemplate@@ABVAsciiString@@H@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/System/ParticleSys.cpp
0x005D0530	844	0.66	0.66	?generateParticleInfo@ParticleSystem@@IAEPBVParticleInfo@@HH@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/System/ParticleSys.cpp
0x005D1140	1744	0.71	0.51	?update@ParticleSystem@@UAE_NH@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/System/ParticleSys.cpp
0x005EFF60	349	0.62	0.22	??0RunwayInfo@FlightDeckBehavior@@QAE@ABU01@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Behavior/FlightDeckBehavior.cpp
0x005F3EE0	383	0.83	0.21	??0W3DParticleSystemManager@@QAE@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DParticleSys.cpp
0x005FD050	164	0.66	0.66	?xfer@Radar@@MAEXPAVXfer@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/Radar.cpp
0x00604620	246	0.80	0.34	?updateSway@SwayClientUpdate@@IAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/Drawable/Update/SwayClientUpdate.cpp
0x00604840	573	0.91	0.35	?clientUpdate@SwayClientUpdate@@UAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/Drawable/Update/SwayClientUpdate.cpp
0x0061AF80	304	0.68	0.26	??0DynamicMeshModel@@QAE@ABV0@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dynamesh.cpp
0x00624240	1106	0.96	0.96	?UpdateSlotList@@YAXPAVGameInfo@@QAPAVGameWindow@@1111PAV2@1@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GUIUtil.cpp
0x006247B0	764	0.72	0.72	?PopulatePlayerTemplateComboBox@@YAXHQAPAVGameWindow@@PAVGameInfo@@_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GUIUtil.cpp
0x00625A00	183	0.91	0.91	?addChat@GameSpyInfo@@UAEXVAsciiString@@HVUnicodeString@@_N2PAVGameWindow@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/Chat.cpp
0x00625AF0	955	0.77	0.48	?addChat@GameSpyInfo@@UAEXVPlayerInfo@@VUnicodeString@@_N2PAVGameWindow@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/Chat.cpp
0x0062AD50	3077	0.73	0.51	?parseLadder@@YAPAVLadderInfo@@VAsciiString@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/LadderDefs.cpp
0x0062DB90	1487	0.82	0.82	?insertGame@@YAHPAVGameWindow@@PAVGameSpyStagingRoom@@_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/LobbyUtils.cpp
0x0062E2E0	418	0.99	0.99	?RefreshGameListBox@@YAXPAVGameWindow@@_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/LobbyUtils.cpp
0x0062EA60	741	0.84	0.84	?startOnline@@YAXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/MainMenuUtils.cpp
0x00630160	598	0.66	0.66	?reallyStartPatchCheck@@YAXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/MainMenuUtils.cpp
0x00632850	184	0.62	0.62	?translateSpeakerTypeToUnsignedInt@AudioManager@@UAEIABVAsciiString@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Audio/GameAudio.cpp
0x00639950	945	0.76	0.76	?launchGame@GameSpyStagingRoom@@QAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/StagingRoomGameInfo.cpp
0x00639FE0	700	0.63	0.63	?GetLocalChatConnectionAddress@@YA_NVAsciiString@@GAAI@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/StagingRoomGameInfo.cpp
0x0064EFD0	2096	0.86	0.63	?doQuickMatch@PeerThreadClass@@AAEXPAX@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/Thread/PeerThread.cpp
0x0066EFA0	774	0.71	0.71	?detectionBeginUpdate@FirewallHelperClass@@QAE_NXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/FirewallHelper.cpp
0x00688CD0	709	0.83	0.83	?OnHasMap@LANAPI@@UAEXI_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPICallbacks.cpp
0x006894B0	891	0.67	0.67	?OnGameJoin@LANAPI@@UAEXW4ReturnType@LANAPIInterface@@PAVLANGameInfo@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPICallbacks.cpp
0x00689BD0	653	0.80	0.80	?OnChat@LANAPI@@UAEXVUnicodeString@@I0W4ChatType@LANAPIInterface@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPICallbacks.cpp
0x00689F00	995	0.67	0.40	?OnGameOptions@LANAPI@@UAEXIHVAsciiString@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPICallbacks.cpp
0x0068A3E0	1041	0.66	0.66	?OnGameStart@LANAPI@@UAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPICallbacks.cpp
0x0068BAC0	999	0.67	0.67	?handleRequestGameLeave@LANAPI@@IAEXPAULANMessage@@I@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPIhandlers.cpp
0x0068C400	2248	0.70	0.45	?handleRequestJoin@LANAPI@@IAEXPAULANMessage@@I@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPIhandlers.cpp
0x0068CF00	818	0.77	0.77	?handleJoinAccept@LANAPI@@IAEXPAULANMessage@@I@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANAPIhandlers.cpp
0x006BD380	665	0.86	0.86	?xfer@W3DRenderObjectSnapshot@@MAEXPAVXfer@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameLogic/W3DGhostObject.cpp
0x006BD6E0	840	0.69	0.34	?xfer@W3DGhostObject@@MAEXPAVXfer@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameLogic/W3DGhostObject.cpp
0x006BDE00	378	0.88	0.88	?snapShot@W3DGhostObject@@UAEXH@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameLogic/W3DGhostObject.cpp
0x006BEB90	607	0.77	0.77	?loadMap@W3DTerrainLogic@@UAE_NVAsciiString@@_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameLogic/W3DTerrainLogic.cpp
0x006C1F20	924	0.61	0.61	?init@W3DRadar@@UAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/Common/System/W3DRadar.cpp
0x006C39D0	1772	0.63	0.38	?buildTerrainTexture@W3DRadar@@IAEXPAVTerrainLogic@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/Common/System/W3DRadar.cpp
0x006C63D9	1057	0.69	0.44	?isClearLineOfSight@BaseHeightMapRenderObjClass@@QBE_NABUCoord3D@@0@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006C6910	735	0.62	0.12	?isClearLineOfSight@BaseHeightMapRenderObjClass@@QBE_NABUCoord3D@@0@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006C7E90	1537	0.60	0.23	?updateScorches@BaseHeightMapRenderObjClass@@IAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006CBB50	957	0.79	0.79	?getHeightMapHeight@BaseHeightMapRenderObjClass@@QBEMMMPAUCoord3D@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006CCE70	2268	0.63	0.09	?renderShoreLines@BaseHeightMapRenderObjClass@@IAEXPAVCameraClass@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006CDD70	374	0.96	0.27	?renderTrees@BaseHeightMapRenderObjClass@@QAEXPAVCameraClass@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006CDF90	2839	0.79	0.58	?Cast_Ray@BaseHeightMapRenderObjClass@@UAE_NAAVRayCollisionTestClass@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006D0F40	332	0.84	0.40	?updateViewImpassableAreas@BaseHeightMapRenderObjClass@@QAEX_NHHHH@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMap.cpp
0x006D2730	576	0.74	0.19	?initHeightData@FlatHeightMapRenderObjClass@@UAEHHHPAVWorldHeightMap@@PAV?$RefMultiListIterator@VRenderObjClass@@@@_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/FlatHeightMap.cpp
0x006D7EA0	1272	0.92	0.58	?getModelVertices@W3DBridge@@IAEHPAUVertexFormatXYZNDUV1@@HMAAVVector3@@111ABVMatrix3D@@PAVMeshClass@@PAV?$RefMultiListIterator@VRenderObjClass@@@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DBridgeBuffer.cpp
0x006DA2D0	1191	0.79	0.48	?drawBridges@W3DBridgeBuffer@@QAEXPAVCameraClass@@_NPAVTextureClass@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DBridgeBuffer.cpp
0x006DFDB0	316	0.93	0.36	?getPickRay@W3DView@@AAEXPBUICoord2D@@PAVVector3@@1@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DView.cpp
0x006F7CB0	191	0.73	0.18	?Update_Cached_Bounding_Volumes@ShdMeshClass@@MBEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/wwshade/shdmesh.cpp
0x006FC5A0	650	0.78	0.78	?drawMoveHints@W3DInGameUI@@MAEXPAVView@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DInGameUI.cpp
0x006FC970	239	0.70	0.01	??0WaveGuideUpdate@@QAE@PAVThing@@PBVModuleData@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/WaveGuideUpdate.cpp
0x00700030	329	0.69	0.69	??0W3DPropBuffer@@QAE@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DPropBuffer.cpp
0x00702920	1057	0.67	0.34	?drawProps@W3DPropBuffer@@QAEXAAVRenderInfoClass@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DPropBuffer.cpp
0x00708320	3703	0.98	0.46	?loadFloat4PtSection@W3DRoadBuffer@@IAEXPAVRoadSegment@@VVector2@@11PAV3@MMMM@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DRoadBuffer.cpp
0x00709540	3994	0.93	0.40	?loadLit4PtSection@W3DRoadBuffer@@IAEXPAVRoadSegment@@PAGPAUVertexFormatXYZDUV1@@PAV?$RefMultiListIterator@VRenderObjClass@@@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DRoadBuffer.cpp
0x00712F60	1112	0.86	0.86	??0RTS3DScene@@QAE@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DScene.cpp
0x00713780	2491	0.74	0.41	?renderOneObject@RTS3DScene@@IAEXAAVRenderInfoClass@@PAVRenderObjClass@@H@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DScene.cpp
0x00714810	2290	0.76	0.47	?flushOccludedObjectsIntoStencil@RTS3DScene@@IAEXAAVRenderInfoClass@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DScene.cpp
0x0071D5E0	809	0.69	0.69	?updateVertexBuffer@W3DTreeBuffer@@IAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
0x0071DF10	2239	0.71	0.42	?loadTreesInVertexAndIndexBuffers@W3DTreeBuffer@@IAEXPAV?$RefMultiListIterator@VRenderObjClass@@@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
0x00722BD0	2224	0.69	0.38	?render@W3DSmudgeManager@@QAEXAAVRenderInfoClass@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DSmudge.cpp
0x00729700	792	0.63	0.17	?setFlipRecursive@W3DTerrainBackground@@IAEXHHH@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTerrainBackground.cpp
0x00731190	1186	0.80	0.50	?load@W3DTerrainVisual@@UAE_NVAsciiString@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTerrainVisual.cpp
0x007318A0	259	0.80	0.80	?xfer@W3DTerrainVisual@@MAEXPAVXfer@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTerrainVisual.cpp
0x00732130	672	0.72	0.01	?addFactionBibDrawable@W3DTerrainVisual@@UAEXPAVDrawable@@_NM@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTerrainVisual.cpp
0x00734180	192	0.84	0.84	?cull@W3DTreeBuffer@@IAEXPBVCameraClass@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
