finding,file,line,confidence,source
AABTreeClass+0xc|m_bfmeRoot|Nodes,game/GameEngine/Source/Common/BfmeConv911.cpp,30,1.00,layout_witness
RefCountClass+0x4|m_refCount|NumRefs,game/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer_freeTreeBuffers.cpp,30,1.00,layout_witness
RefCountClass+0x4|m_refCount|NumRefs,game/Libraries/Source/WWVegas/WW3D2/SetMeshModelFlag.cpp,55,1.00,layout_witness
RefCountClass+0x4|m_ref_count|NumRefs,game/GameEngine/Source/Common/Rva00739B30RenderObjectUnique.cpp,18,1.00,layout_witness
RefCountClass+0x4|m_ref_count|NumRefs,game/Libraries/Source/WWVegas/WW3D2/Rva008FEB90MaterialUnique.cpp,18,1.00,layout_witness
RefCountClass+0x4|m_refs|NumRefs,game/GameEngine/Source/Common/Open2Conv002.cpp,220,1.00,layout_witness
RefCountClass+0x4|m_refs|NumRefs,game/GameEngineDevice/Source/W3DDevice/GameClient/BaseHeightMapFloorElementDestructor.cpp,38,1.00,layout_witness
RefCountClass+0x4|m_refs|NumRefs,game/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DShadowTextureDestructor.cpp,23,1.00,layout_witness
RoadSegment+0x58|m_numVertices|m_numVertex,game/GameEngineDevice/Source/W3DDevice/GameClient/RoadSegmentConstructor.cpp,28,1.00,layout_witness
RoadSegment+0x5c|m_vertexBuffer|m_vb,game/GameEngineDevice/Source/W3DDevice/GameClient/RoadSegmentConstructor.cpp,29,1.00,layout_witness
RoadSegment+0x60|m_numIndices|m_numIndex,game/GameEngineDevice/Source/W3DDevice/GameClient/RoadSegmentConstructor.cpp,30,1.00,layout_witness
RoadSegment+0x64|m_indexBuffer|m_ib,game/GameEngineDevice/Source/W3DDevice/GameClient/RoadSegmentConstructor.cpp,31,1.00,layout_witness
ScienceInfo+0x18|m_prereqGroups|m_prereqSciences,game/GameEngine/Source/Common/RTS/ScienceStoreRootPrereqs.cpp,44,1.00,field_names
ScoreKeeper+0x124|m_powerPoints|m_totalUnitsBuilt,game/GameEngine/Source/Common/RTS/ScoreKeeperScoring.cpp,110,1.00,layout_witness
ScoreKeeper+0x12c|m_regionCommandPoints|m_totalBuildingsLost,game/GameEngine/Source/Common/RTS/ScoreKeeperScoring.cpp,112,1.00,layout_witness
ScoreKeeper+0x130|m_regionResources|m_totalTechBuildingsCaptured,game/GameEngine/Source/Common/RTS/ScoreKeeperScoring.cpp,113,1.00,layout_witness
ScoreKeeper+0x134|m_regionPowerPoints|m_totalFactionBuildingsCaptured,game/GameEngine/Source/Common/RTS/ScoreKeeperScoring.cpp,114,1.00,layout_witness
ScoreKeeper+0x13c|m_frameOverride|m_totalUnitsLost,game/GameEngine/Source/Common/RTS/ScoreKeeperScoring.cpp,116,1.00,layout_witness
ScriptAction+0x8|m_parameterCount|m_numParms,game/GameEngine/Source/GameLogic/ScriptEngine/ScriptEngine_disableScript.cpp,32,1.00,layout_witness
ScriptAction+0x8|m_parameterCount|m_numParms,game/GameEngine/Source/GameLogic/ScriptEngine/ScriptEngineSetPriorityDefault.cpp,57,1.00,layout_witness
ScriptAction+0x8|m_parameterCount|m_numParms,game/GameEngine/Source/GameLogic/ScriptEngine/ScriptEngineFlagsAndCounters.cpp,50,1.00,layout_witness
ScriptAction+0x8|m_parameterCount|m_numParms,game/GameEngine/Source/GameLogic/ScriptEngine/ScriptEngine_enableScript.cpp,32,1.00,layout_witness
ScriptAction+0x8|m_parameterCount|m_numParms,game/GameEngine/Source/GameLogic/ScriptEngine/ScriptEngineSetPriorityKind.cpp,61,1.00,layout_witness
ShaderClass+0x0|m_bfmeBits|ShaderBits,game/Libraries/Source/WWVegas/WW3D2/MeshShaderFixup.cpp,11,1.00,layout_witness
ShaderClass+0x0|m_bits|ShaderBits,game/GameEngine/Source/Common/Thing/W3DStreakDrawConstructor.cpp,138,1.00,layout_witness
ShaderClass+0x0|m_bits|ShaderBits,game/GameEngineDevice/Source/W3DDevice/GameClient/Water/WaterTracksRenderSystemInit.cpp,16,1.00,layout_witness
ShaderClass+0x0|m_bits|ShaderBits,game/Libraries/Source/WWVegas/WW3D2/StreakRendererSetBits.cpp,18,1.00,layout_witness
ShaderClass+0x0|m_bits|ShaderBits,game/Libraries/Source/WWVegas/WW3D2/StreakRendererCtor.cpp,10,1.00,layout_witness
ShaderClass+0x0|m_bits|ShaderBits,game/Libraries/Source/WWVegas/WW3D2/StreakRendererCopyCtor.cpp,19,1.00,layout_witness
ShaderClass+0x0|m_shaderBits|ShaderBits,game/GameEngine/Source/Common/S3ReserveHighWaterMarks.cpp,31,1.00,layout_witness
ShaderClass+0x0|m_shaderBits|ShaderBits,game/GameEngineDevice/Source/W3DDevice/GameClient/RTS2DScene_Ctor_Thunk.cpp,182,1.00,layout_witness
Shadow+0x8|m_position|m_opacity,game/GameEngine/Source/Common/BfmeSubZF_bfmeGoZF.cpp,54,1.00,layout_witness
Shadow+0x8|m_position|m_opacity,game/GameEngine/Source/GameClient/RadiusDecalTemplate_createSelection.cpp,56,1.00,layout_witness
Shell+0x48|m_bfmeTop|m_screenCount,game/GameEngine/Source/GameClient/Shell_hide.cpp,150,1.00,layout_witness
SidesInfo+0x0|m_dict|m_pBuildList,game/GameEngine/Source/GameLogic/ScriptEngine/ScriptList_updateDefaults_Thunk.cpp,11,1.00,layout_witness
SpecialAbilityUpdateModuleData+0x210|m_maxSpecialObjects|m_persistentPrepFrames,game/GameEngine/Source/GameLogic/Object/Update/Rva002A7DB0_check.cpp,59,1.00,field_names
SpecialAbilityUpdateModuleData+0x21c|m_maxSpecialObjects|m_packTime,game/GameEngine/Source/GameLogic/Object/Update/SpecialAbilityUpdate_createSpecialObject.cpp,98,1.00,field_names
SpecialAbilityUpdateModuleData+0x245|m_specialObjectsPersistent|m_flipObjectAfterUnpacking,game/GameEngine/Source/GameLogic/Object/Update/SpecialAbilityUpdate_createSpecialObject.cpp,100,1.00,field_names
State+0x8|m_successStateID|m_ID,game/GameEngine/Source/GameLogic/AIExitState_onExit_Thunk.cpp,87,1.00,layout_witness
State+0x8|m_successStateID|m_ID,game/GameEngine/Source/GameLogic/AI/AIWanderState_update_Bfme.cpp,85,1.00,layout_witness
State+0x8|m_successStateID|m_ID,game/GameEngine/Source/GameLogic/AI/AIPanicState_update_Thunk.cpp,85,1.00,layout_witness
State+0x8|m_successStateID|m_ID,game/GameEngine/Source/GameLogic/Object/Update/AIUpdate/GiantBirdAIUpdate.cpp,133,1.00,layout_witness
State+0x8|m_successStateID|m_ID,game/GameEngine/Source/GameLogic/Object/Update/AIUpdate/AIGiantBirdAttackState_update.cpp,129,1.00,layout_witness
StateMachine+0x1c|m_curState|m_currentState,game/GameEngine/Source/GameLogic/AI/TurretAI_setTurretTargetPosition.cpp,108,1.00,layout_witness
StateMachine+0x1c|m_state|m_currentState,game/GameEngine/Source/GameLogic/Object/Behavior/AIUpdateInterfaceCommandDispatch.cpp,117,1.00,layout_witness
StateMachine+0x40|m_halted|m_locked,game/GameEngine/Source/Common/StateMachine_halt.cpp,12,1.00,layout_witness
StringClass+0x0|m_data|m_Buffer,game/Libraries/Source/WWVegas/WW3D2/RenderDeviceDescClassDtor.cpp,15,1.00,layout_witness
StringClass+0x0|m_data|m_Buffer,game/Libraries/Source/WWVegas/WW3D2/DX8CapsDestructor.cpp,10,1.00,layout_witness
SubsystemInterface+0x4|m_04|m_name,game/GameEngine/Source/GameLogic/System/RankInfoDestructors.cpp,84,0.92,layout_witness
SubsystemInterface+0x4|m_04|m_name,game/GameEngine/Source/GameClient/MessageStream/HotKeyManager_addHotKey_Bfme.cpp,21,0.92,layout_witness
SubsystemInterface+0x4|m_04|m_name,game/GameEngine/Source/GameClient/MessageStream/HotKeyManagerCtorThunk.cpp,35,0.92,layout_witness
SubsystemInterface+0x4|m_04|m_name,game/GameEngine/Source/Common/RTS/SpecialPowerStoreDestructorThunk.cpp,32,0.92,layout_witness
SubsystemInterface+0x4|m_bfmeState|m_name,game/GameEngine/Source/Common/GODupBaseConstructor.cpp,32,0.92,layout_witness
SubsystemInterface+0x4|m_bfmeState|m_name,game/GameEngine/Source/Common/System/RecorderClassConstructor.cpp,112,0.92,layout_witness
SubsystemInterface+0x4|m_bfmeState|m_name,game/GameEngineDevice/Source/W3DDevice/GameClient/W3DTerrainVisualBaseConstructor.cpp,33,0.92,layout_witness
SubsystemInterface+0x4|m_data|m_name,game/GameEngine/Source/GameLogic/Object/ObjectCreationListStoreDestructorThunk.cpp,16,0.92,layout_witness
SubsystemInterface+0x4|m_siPad|m_name,game/GameEngine/Source/GameClient/GameClient_loadPostProcess.cpp,40,0.92,layout_witness
SupplyWarehouseCripplingBehaviorModuleData+0x10|m_third|m_selfHealAmount,game/GameEngine/Source/GameLogic/Object/Behavior/SupplyWarehouseCripplingBehavior.cpp,11,1.00,field_names
SupplyWarehouseCripplingBehaviorModuleData+0x8|m_first|m_selfHealSupression,game/GameEngine/Source/GameLogic/Object/Behavior/SupplyWarehouseCripplingBehavior.cpp,9,1.00,field_names
SupplyWarehouseCripplingBehaviorModuleData+0xc|m_second|m_selfHealDelay,game/GameEngine/Source/GameLogic/Object/Behavior/SupplyWarehouseCripplingBehavior.cpp,10,1.00,field_names
SupplyWarehouseDockUpdateModuleData+0x10|m_startingBoxes|m_startingBoxesData,game/GameEngine/Source/GameLogic/Object/Update/DockUpdate/SupplyWarehouseDockUpdateConstructor.cpp,41,1.00,field_names
TeamPrototype+0x10|m_first|m_name,game/GameEngine/Source/Common/RTS/TeamFactoryCtorThunk.cpp,136,1.00,layout_witness
TerrainLogic+0x14|m_array|m_mapDY,game/GameEngine/Source/GameLogic/Map/TerrainLogic_reset.cpp,92,1.00,layout_witness
TerrainTracksRenderObjClass+0x10|m_bottomIndex|m_totalEdgesAdded,game/GameEngineDevice/Source/W3DDevice/GameClient/TerrainTracksRenderObjClassSystemClearTracks.cpp,19,1.00,layout_witness
TerrainTracksRenderObjClass+0x10|m_bottomIndex|m_totalEdgesAdded,game/GameEngineDevice/Source/W3DDevice/GameClient/TerrainTracksRenderObjClassInit.cpp,51,1.00,layout_witness
TerrainTracksRenderObjClass+0x12e4|m_totalEdgesAdded|m_bottomIndex,game/GameEngineDevice/Source/W3DDevice/GameClient/TerrainTracksRenderObjClassSystemClearTracks.cpp,21,1.00,layout_witness
TerrainTracksRenderObjClass+0x12e4|m_totalEdgesAdded|m_bottomIndex,game/GameEngineDevice/Source/W3DDevice/GameClient/TerrainTracksRenderObjClassInit.cpp,54,1.00,layout_witness
TerrainTracksRenderObjClass+0x12e8|m_ownerState|m_topIndex,game/GameEngineDevice/Source/W3DDevice/GameClient/TerrainTracksRenderObjClassSystemClearTracks.cpp,22,1.00,layout_witness
TerrainTracksRenderObjClass+0x12e8|m_ownerState|m_topIndex,game/GameEngineDevice/Source/W3DDevice/GameClient/TerrainTracksRenderObjClassInit.cpp,55,1.00,layout_witness
TerrainTracksRenderObjClass+0x12f8|m_tail1|m_airborne,game/GameEngineDevice/Source/W3DDevice/GameClient/TerrainTracksRenderObjClassInit.cpp,60,1.00,layout_witness
TerrainTracksRenderObjClass+0x14|m_activeEdgeCount|m_ownerDrawable,game/GameEngineDevice/Source/W3DDevice/GameClient/TerrainTracksRenderObjClassInit.cpp,52,1.00,layout_witness
TerrainTracksRenderObjClass+0xc|m_topIndex|m_activeEdgeCount,game/GameEngineDevice/Source/W3DDevice/GameClient/TerrainTracksRenderObjClassSystemClearTracks.cpp,18,1.00,layout_witness
TerrainTracksRenderObjClass+0xc|m_topIndex|m_activeEdgeCount,game/GameEngineDevice/Source/W3DDevice/GameClient/TerrainTracksRenderObjClassInit.cpp,50,1.00,layout_witness
ThingTemplate+0x0|m_unreconstructed_00|s_objectFieldParseTable,game/GameEngine/Source/GameLogic/ScriptEngine/AttackPriorityInfoGetPriority.cpp,14,1.00,layout_witness
ThingTemplate+0x0|m_vtable|s_objectFieldParseTable,game/GameEngine/Source/Common/Rva000CDA90Compare.cpp,27,1.00,layout_witness
ThingTemplate+0x0|m_vtable|s_objectFieldParseTable,game/GameEngine/Source/GameLogic/Object/Object_onDisabledEdge_Thunk.cpp,52,1.00,layout_witness
ThingTemplate+0x0|m_vtable|s_objectFieldParseTable,game/GameEngine/Source/GameLogic/Object/ObjectOnContainedBy.cpp,50,1.00,layout_witness
ThingTemplate+0x0|m_vtable|s_objectFieldParseTable,game/GameEngine/Source/GameLogic/AI/wantToSquishTarget_Thunk.cpp,27,1.00,layout_witness
ThingTemplate+0x0|m_vtable|s_objectFieldParseTable,game/GameEngine/Source/GameLogic/AI/AIPlayer_findFactory.cpp,34,1.00,layout_witness
ThingTemplate+0xc8|m_kindOf0|m_kindof,game/GameEngine/Source/Common/RTS/TeamPrototype_hasAnyBuildings.cpp,90,1.00,field_names
ThingTemplate+0xc8|m_kindOf0|m_kindof,game/GameEngine/Source/Common/RTS/TeamMemberQueries.cpp,157,1.00,field_names
ThingTemplate+0xc8|m_kindOf0|m_kindof,game/GameEngine/Source/Common/RTS/Team_hasAnyBuildings.cpp,76,1.00,field_names
ThingTemplate+0xcc|m_kindOf1|m_shadowOffsetY,game/GameEngine/Source/Common/RTS/TeamPrototype_hasAnyBuildings.cpp,91,1.00,field_names
ThingTemplate+0xcc|m_kindOf1|m_shadowOffsetY,game/GameEngine/Source/Common/RTS/TeamMemberQueries.cpp,158,1.00,field_names
ThingTemplate+0xcc|m_kindOf1|m_shadowOffsetY,game/GameEngine/Source/Common/RTS/Team_hasAnyBuildings.cpp,77,1.00,field_names
ThingTemplate+0xcc|m_kindOfAtCC|m_shadowOffsetY,game/GameEngine/Source/GameLogic/Object/ObjectOnContainedBy.cpp,53,1.00,field_names
TransitionGroup+0x4|m_windows|m_transitionWindowList,game/GameEngine/Source/GameClient/GUI/GameWindowTransitionsHandler.cpp,140,1.00,layout_witness
TransitionGroup+0x4|m_windows|m_transitionWindowList,game/GameEngine/Source/GameClient/GUI/Rva0048B690TransitionHandler.cpp,43,1.00,layout_witness
TransitionWindow+0x4|m_frameDelay|m_transition,game/GameEngine/Source/GameClient/GUI/GameWindowTransitionGroupDestructor.cpp,66,1.00,layout_witness
Transport+0x40e04|m_udp|m_udpsock,game/GameEngine/Source/GameNetwork/LANAPISetLocalIP.cpp,44,1.00,layout_witness
Transport+0x40e04|m_udp|m_udpsock,game/GameEngine/Source/GameNetwork/LANAPILocalAddress.cpp,102,1.00,layout_witness
TunnelTracker+0x10|m_bfmeContainCount|m_containListSize,game/GameEngine/Source/Common/RTS/TunnelTracker_getContainCount.cpp,56,1.00,layout_witness
UnicodeString+0x0|m_text|m_data,game/GameEngine/Source/GameNetwork/GameSpy/BuddyMessageCopyConstructorThunk.cpp,39,1.00,layout_witness
UnicodeString+0x0|m_text|m_data,game/GameEngine/Source/GameLogic/LivingWorld/Rva003C15C0LivingWorldListCtor.cpp,34,1.00,layout_witness
UnicodeString+0x0|m_text|m_data,game/GameEngine/Source/GameClient/MessageStream/SelectionTranslator_selectFriends.cpp,53,1.00,layout_witness
UnicodeString+0x0|m_text|m_data,game/GameEngineDevice/Source/W3DDevice/GameClient/Water/WaterRenderObjConstructor.cpp,182,1.00,layout_witness
UnicodeString+0x0|m_text|m_data,game/Libraries/Source/WWVegas/WWLib/Z1ListAssign.cpp,24,1.00,layout_witness
UnicodeString+0x0|m_text|m_data,game/Libraries/Source/WWVegas/WWLib/unicode_string.h,38,1.00,layout_witness
View+0x3c|m_minHeightAboveGround|m_zoom,game/GameEngine/Source/GameClient/ViewConstructorBfme.cpp,35,1.00,layout_witness
W3DDebrisDraw+0x38|m_state|m_fxFinal,game/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DDebrisDrawDoDrawModule.cpp,234,1.00,layout_witness
W3DModelDraw+0x34|m_obj|m_renderObject,game/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDrawNukeCurrentRender.cpp,98,1.00,layout_witness
W3DModelDraw+0x5c|m_animationMode|m_subObjectVec,game/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDrawSetPauseAnimation.cpp,162,1.00,layout_witness
W3DTerrainLogic+0x18fc|m_bfmeExtentLoZ|m_mapMinZ,game/GameEngineDevice/Source/W3DDevice/GameLogic/W3DTerrainLogicExtent.cpp,84,1.00,layout_witness
W3DTerrainLogic+0x1900|m_bfmeExtentHiZ|m_mapMaxZ,game/GameEngineDevice/Source/W3DDevice/GameLogic/W3DTerrainLogicExtent.cpp,85,1.00,layout_witness
W3DView+0x1dc|m_doingRotateCamera|m_doingMoveCameraOnWaypointPath,game/GameEngineDevice/Source/W3DDevice/GameClient/W3DViewUpdateCameraMovementsBfme.cpp,71,1.00,layout_witness
W3DView+0x27d|m_cameraMovementFinished|m_doingScriptedCameraLock,game/GameEngineDevice/Source/W3DDevice/GameClient/W3DViewUpdateCameraMovementsBfme.cpp,80,1.00,layout_witness
WeaponTemplate+0x0|m_vtable|m_clipReloadTime,game/GameEngine/Source/GameLogic/Object/WeaponStore_newOverride.cpp,26,1.00,field_names
WinInstanceData+0x10|m_controlID|m_status,game/GameEngine/Source/GameClient/BfmeAptScreenSaveLoadOnInitGadget.cpp,18,1.00,layout_witness
WinInstanceData+0x10|m_controlID|m_status,game/GameEngine/Source/GameClient/GUI/SkirmishScreenOnInitGadget.cpp,19,1.00,layout_witness
