function,source,size,candidate_rva,aligned_pct,class,first_diff,hint,votes
?insert_unique@?$_Rb_tree@JU?$pair@$$CBJVLadderPref@@@_STL@@U?$_Select1st@U?$pair@$$CBJVLadderPref@@@_STL@@@2@U?$less@J@2@V?$allocator@U?$pair@$$CBJVLadderPref@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBJVLadderPref@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBJVLadderPref@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBJVLadderPref@@@2@@Z,userpreferences.cpp,139,0x00768A06,51,structural,0,"shape ratio 92%, sizes 139->139",5
?insert_unique@?$_Rb_tree@W4NameKeyType@@U?$pair@$$CBW4NameKeyType@@UPristineBoneInfo@@@_STL@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@UPristineBoneInfo@@@_STL@@@3@U?$less@W4NameKeyType@@@3@V?$allocator@U?$pair@$$CBW4NameKeyType@@UPristineBoneInfo@@@_STL@@@3@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBW4NameKeyType@@UPristineBoneInfo@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBW4NameKeyType@@UPristineBoneInfo@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBW4NameKeyType@@UPristineBoneInfo@@@2@@Z,w3dmodeldraw.cpp,139,0x00768A06,51,structural,0,"shape ratio 92%, sizes 139->139",5
?insert_unique@?$_Rb_tree@HU?$pair@$$CBHVBuddyInfo@@@_STL@@U?$_Select1st@U?$pair@$$CBHVBuddyInfo@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHVBuddyInfo@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBHVBuddyInfo@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHVBuddyInfo@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBHVBuddyInfo@@@2@@Z,wolbuddyoverlay.cpp,139,0x00768A06,51,structural,0,"shape ratio 92%, sizes 139->139",5
??0WorkerStateMachine@@QAE@PAVObject@@@Z,workeraiupdate.cpp,429,0x002C9260,51,structural,27,"shape ratio 32%, sizes 429->387",5
?Release_Memory@WWMemoryLogClass@@SAXPAX@Z,wwmemlog.cpp,31,0x00AFF2CF,51,structural,0,"shape ratio 43%, sizes 31->31",5
?CheckBegin@Debug@@SAAAV1@PBDH0@Z,debug_debug.cpp,254,0x0088B3E6,50,structural,0,"shape ratio 30%, sizes 254->254",6
?setSortMode@@YAXW4GameSortType@@@Z,lobbyutils.cpp,32,0x0062E606,50,structural,0,"shape ratio 30%, sizes 32->32",10
?sortByBuddies@@YAX_N@Z,lobbyutils.cpp,32,0x0062E606,50,structural,0,"shape ratio 30%, sizes 32->32",10
?removeFromSavedIgnoreList@GameSpyInfo@@UAEXH@Z,peerdefs.cpp,118,0x0055341B,50,structural,0,"shape ratio 27%, sizes 118->118",6
?getLadderInfo@@YAPBVLadderInfo@@XZ,wolquickmatchmenu.cpp,50,0x0055B32E,50,structural,0,"shape ratio 26%, sizes 50->50",5
?initObserverControls@ControlBar@@QAEXXZ,controlbarobserver.cpp,693,0x004A999D,49,structural,0,"shape ratio 3%, sizes 693->693",30
?CrashBegin@Debug@@SAAAV1@PBDH@Z,debug_debug.cpp,263,0x0088F003,49,structural,0,"shape ratio 26%, sizes 263->263",5
??0GameState@@QAE@XZ,gamestate.cpp,153,0x001111BC,49,structural,0,"shape ratio 46%, sizes 153->153",10
?findSpecialPowerCompletionDie@Object@@QBEPAVSpecialPowerCompletionDie@@XZ,object.cpp,111,0x00594AF5,49,structural,0,"shape ratio 24%, sizes 111->111",10
?WOLQuickMatchMenuShutdown@@YAXPAVWindowLayout@@PAX@Z,wolquickmatchmenu.cpp,150,0x00509832,49,structural,0,"shape ratio 24%, sizes 150->150",5
_$E44,decalmsh.cpp,49,0x00C7151E,48,structural,0,"shape ratio 12%, sizes 49->49",5
_$E47,decalmsh.cpp,49,0x00C7151E,48,structural,0,"shape ratio 12%, sizes 49->49",5
?closeDownloadWindow@@YAXXZ,downloadmenu.cpp,126,0x004C7769,48,structural,0,"shape ratio 44%, sizes 126->126",6
?Free@PredictiveLODOptimizerClass@@SAXXZ,predlod.cpp,98,0x00C45C71,48,structural,0,"shape ratio 21%, sizes 98->98",10
?doTeamRemoveOverrideRelationToPlayer@ScriptActions@@IAEXABVAsciiString@@0@Z,scriptactions.cpp,86,0x006827D4,48,structural,0,"shape ratio 39%, sizes 86->86",10
?W3DCommandBarTopDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z,w3dcontrolbar.cpp,70,0x0079A2BF,48,structural,0,"shape ratio 20%, sizes 70->70",10
?Shutdown@DX8TextureManagerClass@@SAXXZ,dx8texman.cpp,51,0x0095808A,47,structural,0,"shape ratio 17%, sizes 51->51",5
??1AIPlayer@@MAE@XZ,aiplayer.cpp,112,0x009F2808,46,structural,0,"shape ratio 29%, sizes 112->112",5
?Clear_Pending_Delete_Lists@DX8MeshRendererClass@@QAEXXZ,dx8renderer.cpp,73,0x00945ED0,46,structural,0,"shape ratio 11%, sizes 73->73",10
?createGarrisonHint@InGameUI@@UAEXPBVGameMessage@@@Z,ingameui.cpp,39,0x0067CC7B,46,structural,3,"shape ratio 43%, sizes 39->39",5
?Set_Lighting_LOD_Cutoff@LightEnvironmentClass@@SAXM@Z,lightenvironment.cpp,26,0x009DE837,46,structural,0,"shape ratio 0%, sizes 26->26",5
?cancelAdvancedOptions@@YAXXZ,optionsmenu.cpp,104,0x0079CEA8,46,structural,0,"shape ratio 17%, sizes 104->104",5
?getWaypointID@MapObject@@QAE?AW4WaypointID@@XZ,worldheightmap.cpp,26,0x00087DFF,46,structural,0,"shape ratio 48%, sizes 26->26",10
??0AIMoveAwayFromRepulsorsState@@QAE@PAVStateMachine@@@Z,aistates.cpp,37,0x00185C69,45,structural,0,"shape ratio 24%, sizes 37->37",5
?onObjectCreated@BoneFXDamage@@MAEXXZ,bonefxdamage.cpp,140,0x005971F5,45,structural,0,"shape ratio 20%, sizes 140->140",10
?onObjectCreated@BoneFXUpdate@@MAEXXZ,bonefxupdate.cpp,140,0x005971F5,45,structural,0,"shape ratio 20%, sizes 140->140",10
?AssertBegin@Debug@@SAAAV1@PBDH0@Z,debug_debug.cpp,258,0x0088EFFD,45,structural,0,"shape ratio 26%, sizes 258->258",5
?Compute_Caps@DX8Caps@@QAEXW4WW3DFormat@@ABU_D3DADAPTER_IDENTIFIER8@@@Z,dx8caps.cpp,2188,0x0091C23B,45,structural,0,"shape ratio 12%, sizes 2188->2188",215
?NAMEKEY@@YA?AW4NameKeyType@@ABVAsciiString@@@Z,locomotor.cpp,44,0x000A3AAF,45,structural,0,"shape ratio 46%, sizes 44->44",10
?read_material_pass@MeshModelClass@@IAE?AW4WW3DErrorType@@AAVChunkLoadClass@@PAVMeshLoadContextClass@@@Z,meshmdlio.cpp,196,0x0096FB5F,45,structural,0,"shape ratio 62%, sizes 196->196",20
?PopupHostGameUpdate@@YAXPAVWindowLayout@@PAX@Z,popuphostgame.cpp,62,0x004DEF6B,45,structural,0,"shape ratio 25%, sizes 62->62",10
?PopupReplayUpdate@@YAXPAVWindowLayout@@PAX@Z,popupreplay.cpp,90,0x0079CED1,45,structural,0,"shape ratio 23%, sizes 90->90",5
?doTeamSetOverrideRelationToPlayer@ScriptActions@@IAEXABVAsciiString@@0H@Z,scriptactions.cpp,91,0x006827D4,45,structural,0,"shape ratio 41%, sizes 91->91",10
?loadRoads@W3DRoadBuffer@@QAEXXZ,w3droadbuffer.cpp,61,0x007105CF,45,structural,0,"shape ratio 37%, sizes 61->61",5
?WOLLobbyMenuShutdown@@YAXPAVWindowLayout@@PAX@Z,wollobbymenu.cpp,303,0x004FAF70,45,structural,23,"shape ratio 45%, sizes 303->299",15
?disband@TeamInQueue@@QAEXXZ,aiplayer.cpp,227,0x00161A5D,44,structural,0,"shape ratio 44%, sizes 227->227",5
?vis_render_box@BoxRenderObjClass@@IAEXAAVSpecialRenderInfoClass@@ABVVector3@@1@Z,boxrobj.cpp,575,0x00A9A533,44,structural,0,"shape ratio 3%, sizes 575->575",5
?Invalidate@DX8MeshRendererClass@@QAEX_N@Z,dx8renderer.cpp,273,0x00947BDF,44,structural,0,"shape ratio 75%, sizes 273->273",13
?CheckReOpenPlayerInfo@@YAXXZ,gamespyoverlay.cpp,27,0x0062826F,44,structural,0,"shape ratio 12%, sizes 27->27",5
?RaiseGSMessageBox@@YAXXZ,gamespyoverlay.cpp,45,0x0052ABCC,44,structural,0,"shape ratio 20%, sizes 45->45",5
??0GameTextManager@@QAE@XZ,gametext.cpp,181,0x00438350,44,structural,44,"shape ratio 86%, sizes 181->161",6
?winTextLabelToText@GameWindowManager@@QAE?AVUnicodeString@@VAsciiString@@@Z,gamewindowmanager.cpp,198,0x0047E1B0,44,structural,27,"shape ratio 55%, sizes 198->175",20
?createReplayControl@InGameUI@@IAEXXZ,ingameui.cpp,50,0x00440E51,44,structural,0,"shape ratio 44%, sizes 50->50",5
?insert_unique@?$_Rb_tree@VUnicodeString@@U?$pair@$$CBVUnicodeString@@_N@_STL@@U?$_Select1st@U?$pair@$$CBVUnicodeString@@_N@_STL@@@3@UUnicodeStringLessThan@@V?$allocator@U?$pair@$$CBVUnicodeString@@_N@_STL@@@3@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVUnicodeString@@_N@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVUnicodeString@@_N@_STL@@@2@@2@U32@ABU?$pair@$$CBVUnicodeString@@_N@2@@Z,languagefilter.cpp,1125,0x0044DE6F,44,structural,0,"shape ratio 41%, sizes 1125->1125",20
?getClassMemoryPool@MeshMatDescClass@@CAPAXXZ,meshmatdesc.cpp,106,0x0092BF71,44,structural,0,"shape ratio 38%, sizes 106->106",5
??0ShroudStatusStoreRestore@@QAE@XZ,terrainlogic.cpp,27,0x00C6DD30,44,structural,0,"shape ratio 19%, sizes 27->27",5
?Apply_Null@VertexMaterialClass@@CAXXZ,vertmaterial.cpp,130,0x00921E2F,44,structural,0,"shape ratio 45%, sizes 130->130",20
?WOLLoginMenuShutdown@@YAXPAVWindowLayout@@PAX@Z,wolloginmenu.cpp,135,0x00501570,44,structural,0,"shape ratio 17%, sizes 135->135",5
?hideOptionsGadgets@@YAX_N@Z,wolquickmatchmenu.cpp,252,0x0050561F,44,structural,0,"shape ratio 14%, sizes 252->252",15
?UpdateStartButton@@YAXXZ,wolquickmatchmenu.cpp,189,0x00505575,44,structural,0,"shape ratio 58%, sizes 189->189",15
??0BoxRenderObjClass@@QAE@ABV0@@Z,boxrobj.cpp,94,0x00989132,43,structural,0,"shape ratio 29%, sizes 94->94",5
?parseSystemCallback@@YA_NPADPAVWinInstanceData@@0PAX@Z,gamewindowmanagerscript.cpp,105,0x004877E5,43,structural,0,"shape ratio 33%, sizes 105->105",10
?parseInputCallback@@YA_NPADPAVWinInstanceData@@0PAX@Z,gamewindowmanagerscript.cpp,105,0x004877E5,43,structural,0,"shape ratio 33%, sizes 105->105",10
?parseTooltipCallback@@YA_NPADPAVWinInstanceData@@0PAX@Z,gamewindowmanagerscript.cpp,105,0x004877E5,43,structural,0,"shape ratio 33%, sizes 105->105",10
??1OpenContainModuleData@@UAE@XZ,garrisoncontain.cpp,98,0x009F280F,43,structural,0,"shape ratio 24%, sizes 98->98",5
?setName@LANPlayer@@QAEXVUnicodeString@@@Z,lanapi.cpp,72,0x0068DE4C,43,structural,0,"shape ratio 10%, sizes 72->72",10
?Add_Object@PredictiveLODOptimizerClass@@SAXPAVRenderObjClass@@@Z,predlod.cpp,169,0x00A5DC6C,43,structural,0,"shape ratio 23%, sizes 169->169",10
?doSetWarehouseValue@ScriptActions@@IAEXABVAsciiString@@H@Z,scriptactions.cpp,149,0x00594AE1,43,structural,0,"shape ratio 20%, sizes 149->149",10
??1VideoPlayer@@UAE@XZ,videoplayer.cpp,101,0x009F280C,43,structural,0,"shape ratio 29%, sizes 101->101",5
?hideInfoGadgets@@YAX_N@Z,wolquickmatchmenu.cpp,137,0x004F35F7,43,structural,0,"shape ratio 20%, sizes 137->137",10
?WOLQuickMatchMenuInit@@YAXPAVWindowLayout@@PAX@Z,wolquickmatchmenu.cpp,2929,0x0050093D,43,structural,0,"shape ratio 0%, sizes 2929->2929",90
?CreditsMenuUpdate@@YAXPAVWindowLayout@@PAX@Z,creditsmenu.cpp,66,0x0068AACB,42,structural,0,"shape ratio 4%, sizes 66->66",5
?PostStaticInit@Debug@@CAXXZ,debug_debug.cpp,883,0x0088AF26,42,structural,0,"shape ratio 7%, sizes 883->883",10
??1DynamicAudioEventRTS@@MAE@XZ,drawable.cpp,73,0x000FB458,42,structural,0,"shape ratio 30%, sizes 73->73",5
?Check_Bumpmap_Support@DX8Caps@@AAEXABU_D3DCAPS8@@@Z,dx8caps.cpp,153,0x0091B88F,42,structural,0,"shape ratio 42%, sizes 153->153",20
?parse@FireWeaponNugget@@SAXPAVINI@@PAX1PBX@Z,objectcreationlist.cpp,57,0x001D8806,42,structural,0,"shape ratio 42%, sizes 57->57",10
?markAsStagingRoomJoiner@GameSpyInfo@@UAEXH@Z,peerdefs.cpp,347,0x00632B80,42,structural,32,"shape ratio 64%, sizes 347->322",5
??1TerrainTracksRenderObjClass@@UAE@XZ,w3dterraintracks.cpp,109,0x00984ADA,42,structural,0,"shape ratio 22%, sizes 109->109",5
?enableOptionsGadgets@@YAX_N@Z,wolquickmatchmenu.cpp,324,0x004FF7D2,42,structural,0,"shape ratio 14%, sizes 324->324",20
?getActionDelayForDock@WorkerAIUpdate@@UAEIPAVObject@@@Z,workeraiupdate.cpp,252,0x002C839F,42,structural,0,"shape ratio 39%, sizes 252->252",20
??1WorkOrder@@MAE@XZ,aiplayer.cpp,79,0x009F2828,41,structural,0,"shape ratio 22%, sizes 79->79",5
?clear@DictPair@Dict@@QAEXXZ,dict.cpp,96,0x009DB097,41,structural,0,"shape ratio 20%, sizes 96->96",5
?killStaticImages@Drawable@@SAXXZ,drawable.cpp,29,0x00C71528,41,structural,0,"shape ratio 19%, sizes 29->29",5
??1TintEnvelope@@MAE@XZ,drawable.cpp,79,0x009F2828,41,structural,0,"shape ratio 22%, sizes 79->79",5
?parseFXListDefinition@FXListStore@@SAXPAVINI@@@Z,fxlist.cpp,77,0x00067A5F,41,structural,0,"shape ratio 40%, sizes 77->77",15
?parseDrawCallback@@YA_NPADPAVWinInstanceData@@0PAX@Z,gamewindowmanagerscript.cpp,105,0x00486A78,41,structural,0,"shape ratio 31%, sizes 105->105",10
??1Locomotor@@MAE@XZ,locomotor.cpp,79,0x009F2828,41,structural,0,"shape ratio 22%, sizes 79->79",5
??1LocomotorSet@@QAE@XZ,locomotor.cpp,113,0x009F2800,41,structural,21,"shape ratio 40%, sizes 113->115",5
??1SightingInfo@@MAE@XZ,partitionmanager.cpp,79,0x009F2828,41,structural,0,"shape ratio 22%, sizes 79->79",5
??1RadarObject@@MAE@XZ,radar.cpp,79,0x009F2828,41,structural,0,"shape ratio 22%, sizes 79->79",5
?doNamedSetTrainHeld@ScriptActions@@IAEXABVAsciiString@@_N@Z,scriptactions.cpp,147,0x00594AE1,41,structural,0,"shape ratio 26%, sizes 147->147",10
?findBestInfo@?$SparseMatchFinder@VArmorTemplateSet@@V?$BitFlags@$0L@@@@@QBEPBVArmorTemplateSet@@ABV?$vector@VArmorTemplateSet@@V?$allocator@VArmorTemplateSet@@@_STL@@@_STL@@ABV?$BitFlags@$0L@@@@Z,thingtemplate.cpp,63,0x00146789,41,structural,0,"shape ratio 48%, sizes 63->63",5
?getVetUpgradeName@@YA?AVAsciiString@@W4VeterancyLevel@@@Z,upgrade.cpp,170,0x0010AD92,41,structural,0,"shape ratio 34%, sizes 170->170",5
??1W3DShadowManager@@QAE@XZ,w3dshadow.cpp,67,0x00C7151C,41,structural,0,"shape ratio 7%, sizes 67->67",5
??1W3DStatusCircle@@UAE@XZ,w3dstatuscircle.cpp,93,0x00984AE3,41,structural,0,"shape ratio 22%, sizes 93->93",5
??0W3DStatusCircle@@QAE@XZ,w3dstatuscircle.cpp,68,0x0098914C,41,structural,0,"shape ratio 46%, sizes 68->68",5
?ParseWorldDictDataChunk@WorldHeightMap@@KA_NAAVDataChunkInput@@PAUDataChunkInfo@@PAX@Z,worldheightmap.cpp,141,0x00746F5F,41,structural,0,"shape ratio 35%, sizes 141->141",25
?populateObserverList@ControlBar@@QAEXXZ,controlbarobserver.cpp,1125,0x004A9C90,40,structural,0,"shape ratio 12%, sizes 1125->1125",60
?ControlBarObserverSystem@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z,controlbarobserver.cpp,234,0x004AA68F,40,structural,0,"shape ratio 50%, sizes 234->234",30
?AddOutput@Debug@@AAEXPBDI@Z,debug_debug.cpp,556,0x0088A8F0,40,structural,5,"shape ratio 40%, sizes 556->664",5
?insert_unique@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@V1@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@V1@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@V1@@_STL@@@3@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@V1@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@V1@@_STL@@@2@@2@U32@ABU?$pair@$$CBVAsciiString@@V1@@2@@Z,firewallhelper.cpp,631,0x0064CBCF,40,structural,0,"shape ratio 47%, sizes 631->631",12
?GSMessageBoxOk@@YAXVUnicodeString@@0P6AXXZ@Z,gamespyoverlay.cpp,207,0x00798732,40,structural,0,"shape ratio 17%, sizes 207->207",10
?Reset_Missing@HAnimManagerClass@@QAEXXZ,hanimmgr.cpp,114,0x007BB674,40,structural,0,"shape ratio 45%, sizes 114->114",6
??1?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VHotKey@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VHotKey@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VHotKey@@@_STL@@@3@@_STL@@QAE@XZ,hotkey.cpp,125,0x005B33AF,40,structural,0,"shape ratio 79%, sizes 125->125",6
?insert_unique@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VHotKey@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VHotKey@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VHotKey@@@_STL@@@3@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@VHotKey@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@VHotKey@@@_STL@@@2@@2@U32@ABU?$pair@$$CBVAsciiString@@VHotKey@@@2@@Z,hotkey.cpp,631,0x0064CBCF,40,structural,0,"shape ratio 47%, sizes 631->631",12
?showReplayControls@@YAXXZ,ingameui.cpp,32,0x0079CEDF,40,structural,0,"shape ratio 23%, sizes 32->32",5
?displayCantBuildMessage@InGameUI@@UAEXW4LegalBuildCode@@@Z,ingameui.cpp,256,0x00C6BD28,40,structural,0,"shape ratio 8%, sizes 256->256",15
?insert_unique@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@PAVNamedTimerInfo@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@PAVNamedTimerInfo@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@PAVNamedTimerInfo@@@_STL@@@3@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@PAVNamedTimerInfo@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@PAVNamedTimerInfo@@@_STL@@@2@@2@U32@ABU?$pair@$$CBVAsciiString@@PAVNamedTimerInfo@@@2@@Z,ingameui.cpp,631,0x0064CBCF,40,structural,0,"shape ratio 47%, sizes 631->631",12
?insert_unique@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@V?$list@PAVSuperweaponInfo@@V?$allocator@PAVSuperweaponInfo@@@_STL@@@_STL@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@V?$list@PAVSuperweaponInfo@@V?$allocator@PAVSuperweaponInfo@@@_STL@@@_STL@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@V?$list@PAVSuperweaponInfo@@V?$allocator@PAVSuperweaponInfo@@@_STL@@@_STL@@@_STL@@@3@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@V?$list@PAVSuperweaponInfo@@V?$allocator@PAVSuperweaponInfo@@@_STL@@@_STL@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@V?$list@PAVSuperweaponInfo@@V?$allocator@PAVSuperweaponInfo@@@_STL@@@_STL@@@_STL@@@2@@2@U32@ABU?$pair@$$CBVAsciiString@@V?$list@PAVSuperweaponInfo@@V?$allocator@PAVSuperweaponInfo@@@_STL@@@_STL@@@2@@Z,ingameui.cpp,631,0x0064CBCF,40,structural,0,"shape ratio 47%, sizes 631->631",12
??0INI@@QAE@XZ,ini.cpp,161,0x0085120F,40,structural,0,"shape ratio 52%, sizes 161->161",10
?parseDrawGroupNumberDefinition@INI@@SAXPAV1@@Z,inidrawgroupinfo.cpp,50,0x009A15F5,40,structural,0,"shape ratio 34%, sizes 50->50",5
?setLogin@LANPlayer@@QAEXVUnicodeString@@@Z,langameinfo.cpp,75,0x0068DE49,40,structural,0,"shape ratio 27%, sizes 75->75",10
?setHost@LANPlayer@@QAEXVUnicodeString@@@Z,langameinfo.cpp,75,0x0068DE49,40,structural,0,"shape ratio 27%, sizes 75->75",10
??1?$_Rb_tree@VUnicodeString@@U?$pair@$$CBVUnicodeString@@_N@_STL@@U?$_Select1st@U?$pair@$$CBVUnicodeString@@_N@_STL@@@3@UUnicodeStringLessThan@@V?$allocator@U?$pair@$$CBVUnicodeString@@_N@_STL@@@3@@_STL@@QAE@XZ,languagefilter.cpp,125,0x0044DDCF,40,structural,0,"shape ratio 79%, sizes 125->125",6
?insert_unique@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@_N@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@_N@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@_N@_STL@@@3@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@_N@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@_N@_STL@@@2@@2@U32@ABU?$pair@$$CBVAsciiString@@_N@2@@Z,maputil.cpp,631,0x0064CBCF,40,structural,0,"shape ratio 47%, sizes 631->631",12
?parseMetaMap@MetaMap@@SAXPAVINI@@@Z,metaevent.cpp,109,0x001F564B,40,structural,0,"shape ratio 36%, sizes 109->109",10
?friend_newModuleData@DeletionUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,127,0x00125FD0,40,structural,22,"shape ratio 65%, sizes 127->129",10
?friend_newModuleData@LifetimeUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,127,0x00125FD0,40,structural,22,"shape ratio 65%, sizes 127->129",10
?friend_newModuleData@HijackerUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,127,0x00125FD0,40,structural,22,"shape ratio 65%, sizes 127->129",10
?friend_newModuleData@ConvertToCarBombCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,127,0x00125FD0,40,structural,22,"shape ratio 65%, sizes 127->129",10
?parseStringAsNameKeyType@NameKeyGenerator@@SAXPAVINI@@PAX1PBX@Z,namekeygenerator.cpp,30,0x00614F9B,40,structural,0,"shape ratio 19%, sizes 30->30",10
??0ObjectWeaponStatusHelper@@QAE@PAVThing@@PBVModuleData@@@Z,object.cpp,114,0x00376461,40,structural,0,"shape ratio 35%, sizes 114->114",5
??1?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VPlayerInfo@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VPlayerInfo@@@_STL@@@3@UAsciiComparator@@V?$allocator@U?$pair@$$CBVAsciiString@@VPlayerInfo@@@_STL@@@3@@_STL@@QAE@XZ,peerdefs.cpp,125,0x0063418F,40,structural,0,"shape ratio 79%, sizes 125->125",6
?setTimeOfDay@W3DGameClient@@UAEXW4TimeOfDay@@@Z,w3dgameclient.cpp,59,0x006FE170,40,structural,0,"shape ratio 25%, sizes 59->59",5
?InitBuddyControls@@YAXH@Z,wolbuddyoverlay.cpp,740,0x0008CC0A,40,structural,0,"shape ratio 1%, sizes 740->740",15
?insert_unique@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@@3@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@@2@@2@U32@ABU?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@2@@Z,wolloginmenu.cpp,631,0x0064CBCF,40,structural,0,"shape ratio 47%, sizes 631->631",12
?saveQuickMatchOptions@@YAXXZ,wolquickmatchmenu.cpp,659,0x005063E3,40,structural,0,"shape ratio 24%, sizes 659->659",25
?releaseCellInfos@PathfindCellInfo@@SAXXZ,aipathfind.cpp,61,0x00C71512,39,structural,0,"shape ratio 19%, sizes 61->61",5
??1SpecialPowerModuleData@@UAE@XZ,cashhackspecialpower.cpp,82,0x009F281F,39,structural,0,"shape ratio 29%, sizes 82->82",5
?togglePurchaseScience@ControlBar@@QAEXXZ,controlbar.cpp,51,0x0079CEE5,39,structural,2,"shape ratio 36%, sizes 51->51",5
??1?$ShareBufferClass@VVector2@@@@UAE@XZ,dx8renderer.cpp,104,0x00C714F6,39,structural,0,"shape ratio 18%, sizes 104->104",5
??1?$ShareBufferClass@I@@UAE@XZ,dx8renderer.cpp,104,0x00C714F6,39,structural,0,"shape ratio 18%, sizes 104->104",5
??1FlammableUpdateModuleData@@UAE@XZ,flammableupdate.cpp,114,0x009F2800,39,structural,21,"shape ratio 66%, sizes 114->115",5
??1FontLibrary@@UAE@XZ,gamefont.cpp,79,0x009F2822,39,structural,0,"shape ratio 20%, sizes 79->79",5
?GSMessageBoxOkCancel@@YAXVUnicodeString@@0P6AXXZ1@Z,gamespyoverlay.cpp,222,0x00791BB2,39,structural,0,"shape ratio 19%, sizes 222->222",10
?GSMessageBoxYesNo@@YAXVUnicodeString@@0P6AXXZ1@Z,gamespyoverlay.cpp,222,0x00791BB2,39,structural,0,"shape ratio 19%, sizes 222->222",10
?GadgetSliderSetEnabledThumbColor@@YAXPAVGameWindow@@H@Z,gamewindowmanager.cpp,28,0x0078E60A,39,structural,0,"shape ratio 50%, sizes 28->28",5
