function,source,size,candidate_rva,aligned_pct,class,first_diff,hint,votes
??0?$DynamicVectorClass@PAUW3dAggregateSubobjectStruct@@@@QAE@IPBQAUW3dAggregateSubobjectStruct@@@Z,agg_def.cpp,93,0x00981380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,7
??0?$DynamicVectorClass@PAVRenderObjClass@@@@QAE@IPBQAVRenderObjClass@@@Z,agg_def.cpp,93,0x00981380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,7
?getSingleBitFromName@?$BitFlags@$0HE@@@SAHPBD@Z,battleplanupdate.cpp,71,0x0020E380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
??0?$_Deque_base@VBuddyRequest@@V?$allocator@VBuddyRequest@@@_STL@@@_STL@@QAE@ABV?$allocator@VBuddyRequest@@@1@I@Z,buddythread.cpp,76,0x009ED980,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??0?$_Deque_base@VBuddyResponse@@V?$allocator@VBuddyResponse@@@_STL@@@_STL@@QAE@ABV?$allocator@VBuddyResponse@@@1@I@Z,buddythread.cpp,76,0x009ED980,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??4?$_Rb_tree@GU?$pair@$$CBGE@_STL@@U?$_Select1st@U?$pair@$$CBGE@_STL@@@2@U?$less@G@2@V?$allocator@U?$pair@$$CBGE@_STL@@@2@@_STL@@QAEAAV01@ABV01@@Z,connectionmanager.cpp,178,0x0076ABF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,11
?InitDbghelp@@YAXXZ,debug_stack.cpp,329,0x0088C550,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,23
?DownloadMenuInit@@YAXPAVWindowLayout@@PAX@Z,downloadmenu.cpp,459,0x004C74B0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,42
?_M_skip_to_next@?$_Hashtable_iterator@U?$pair@$$CBVAsciiString@@PAUAudioEventInfo@@@_STL@@VAsciiString@@U?$hash@VAsciiString@@@rts@@U?$_Select1st@U?$pair@$$CBVAsciiString@@PAUAudioEventInfo@@@_STL@@@2@U?$equal_to@VAsciiString@@@5@V?$allocator@U?$pair@$$CBVAsciiString@@PAUAudioEventInfo@@@_STL@@@2@@_STL@@QAEPAU?$_Hashtable_node@U?$pair@$$CBVAsciiString@@PAUAudioEventInfo@@@_STL@@@2@XZ,gameaudio.cpp,65,0x007A5180,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?push_back@?$vector@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@QAEXABVAsciiString@@@Z,gameaudio.cpp,62,0x00757E20,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?_M_skip_to_next@?$_Hashtable_iterator@U?$pair@$$CBVAsciiString@@W4BuildableStatus@@@_STL@@VAsciiString@@U?$hash@VAsciiString@@@rts@@U?$_Select1st@U?$pair@$$CBVAsciiString@@W4BuildableStatus@@@_STL@@@2@U?$equal_to@VAsciiString@@@5@V?$allocator@U?$pair@$$CBVAsciiString@@W4BuildableStatus@@@_STL@@@2@@_STL@@QAEPAU?$_Hashtable_node@U?$pair@$$CBVAsciiString@@W4BuildableStatus@@@_STL@@@2@XZ,gamelogic.cpp,65,0x007A5180,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?_M_skip_to_next@?$_Hashtable_iterator@U?$pair@$$CBVAsciiString@@PBVCommandButton@@@_STL@@VAsciiString@@U?$hash@VAsciiString@@@rts@@U?$_Select1st@U?$pair@$$CBVAsciiString@@PBVCommandButton@@@_STL@@@2@U?$equal_to@VAsciiString@@@5@V?$allocator@U?$pair@$$CBVAsciiString@@PBVCommandButton@@@_STL@@@2@@_STL@@QAEPAU?$_Hashtable_node@U?$pair@$$CBVAsciiString@@PBVCommandButton@@@_STL@@@2@XZ,gamelogic.cpp,65,0x007A5180,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?_M_fill_insert@?$vector@PAVObject@@V?$allocator@PAVObject@@@_STL@@@_STL@@QAEXPAPAVObject@@IABQAV3@@Z,gamelogic.cpp,282,0x00754260,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,15
??A?$map@HIU?$less@H@_STL@@V?$allocator@U?$pair@$$CBHI@_STL@@@2@@_STL@@QAEAAIABH@Z,gamelogicdispatch.cpp,115,0x00654E90,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
??0?$_Deque_base@VGameResultsRequest@@V?$allocator@VGameResultsRequest@@@_STL@@@_STL@@QAE@ABV?$allocator@VGameResultsRequest@@@1@I@Z,gameresultsthread.cpp,76,0x009ED980,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??0?$_Deque_base@VGameResultsResponse@@V?$allocator@VGameResultsResponse@@@_STL@@@_STL@@QAE@ABV?$allocator@VGameResultsResponse@@@1@I@Z,gameresultsthread.cpp,76,0x009ED980,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?winSetFocus@GameWindowManager@@UAEHPAVGameWindow@@@Z,gamewindowmanager.cpp,172,0x0047CA80,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,10
?winProcessKey@GameWindowManager@@UAE?AW4WinInputReturnCode@@EE@Z,gamewindowmanager.cpp,103,0x0047CB60,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,8
?parseColor@@YA_NPAHPAD@Z,gamewindowmanagerscript.cpp,115,0x00484610,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
??A?$map@W4NameKeyType@@PAVLocomotorTemplate@@U?$less@W4NameKeyType@@@_STL@@V?$allocator@U?$pair@$$CBW4NameKeyType@@PAVLocomotorTemplate@@@_STL@@@4@@_STL@@QAEAAPAVLocomotorTemplate@@ABW4NameKeyType@@@Z,locomotor.cpp,115,0x00654E90,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
??0?$DynamicVectorClass@PAVTextureClass@@@@QAE@IPBQAVTextureClass@@@Z,matinfo.cpp,93,0x00981380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,7
??0?$DynamicVectorClass@PAULegacyMaterialClass@MeshLoadContextClass@@@@QAE@IPBQAULegacyMaterialClass@MeshLoadContextClass@@@Z,meshmdlio.cpp,93,0x00981380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,7
??0?$DynamicVectorClass@K@@QAE@IPBK@Z,meshmdlio.cpp,93,0x00981380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,7
?erase@?$vector@UFXBoneInfo@@V?$allocator@UFXBoneInfo@@@_STL@@@_STL@@QAEPAUFXBoneInfo@@PAU3@0@Z,modulefactory.cpp,76,0x00380980,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?getSingleBitFromName@?$BitFlags@$0N@@@SAHPBD@Z,object.cpp,71,0x0020E380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
?getSingleBitFromName@?$BitFlags@$0CN@@@SAHPBD@Z,object.cpp,71,0x0020E380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
?getSingleBitFromName@?$BitFlags@$0BB@@@SAHPBD@Z,object.cpp,71,0x0020E380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
?getSingleBitFromName@?$BitFlags@$0ED@@@SAHPBD@Z,object.cpp,71,0x0020E380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
??0?$pair@$$CBW4NameKeyType@@VObjectCreationList@@@_STL@@QAE@ABU01@@Z,objectcreationlist.cpp,90,0x00261440,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?erase@?$vector@UPayload@DeliverPayloadNugget@@V?$allocator@UPayload@DeliverPayloadNugget@@@_STL@@@_STL@@QAEPAUPayload@DeliverPayloadNugget@@PAU34@0@Z,objectcreationlist.cpp,76,0x00380980,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??0?$pair@$$CBW4NameKeyType@@VObjectCreationList@@@_STL@@QAE@ABW4NameKeyType@@ABVObjectCreationList@@@Z,objectcreationlist.cpp,92,0x001D7810,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?push_back@?$vector@UPayload@DeliverPayloadNugget@@V?$allocator@UPayload@DeliverPayloadNugget@@@_STL@@@_STL@@QAEXABUPayload@DeliverPayloadNugget@@@Z,objectcreationlist.cpp,62,0x00774200,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?push_back@?$vector@UAnimSet@GenericObjectCreationNugget@@V?$allocator@UAnimSet@GenericObjectCreationNugget@@@_STL@@@_STL@@QAEXABUAnimSet@GenericObjectCreationNugget@@@Z,objectcreationlist.cpp,62,0x00755F10,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?_M_skip_to_next@?$_Hashtable_iterator@U?$pair@$$CBVAsciiString@@PAVParticleSystemTemplate@@@_STL@@VAsciiString@@U?$hash@VAsciiString@@@rts@@U?$_Select1st@U?$pair@$$CBVAsciiString@@PAVParticleSystemTemplate@@@_STL@@@2@U?$equal_to@VAsciiString@@@5@V?$allocator@U?$pair@$$CBVAsciiString@@PAVParticleSystemTemplate@@@_STL@@@2@@_STL@@QAEPAU?$_Hashtable_node@U?$pair@$$CBVAsciiString@@PAVParticleSystemTemplate@@@_STL@@@2@XZ,particlesys.cpp,65,0x007A5180,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??0?$_Deque_base@PAVSightingInfo@@V?$allocator@PAVSightingInfo@@@_STL@@@_STL@@QAE@ABV?$allocator@PAVSightingInfo@@@1@I@Z,partitionmanager.cpp,76,0x009ED980,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??0?$_Deque_base@PAVPartitionCell@@V?$allocator@PAVPartitionCell@@@_STL@@@_STL@@QAE@ABV?$allocator@PAVPartitionCell@@@1@I@Z,partitionmanager.cpp,76,0x009ED980,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??$__copy@PAV?$vector@UICoord2D@@V?$allocator@UICoord2D@@@_STL@@@_STL@@PAV12@H@_STL@@YAPAV?$vector@UICoord2D@@V?$allocator@UICoord2D@@@_STL@@@0@PAV10@00ABUrandom_access_iterator_tag@0@PAH@Z,partitionmanager.cpp,68,0x003B5F40,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
?erase@?$vector@V?$vector@UICoord2D@@V?$allocator@UICoord2D@@@_STL@@@_STL@@V?$allocator@V?$vector@UICoord2D@@V?$allocator@UICoord2D@@@_STL@@@_STL@@@2@@_STL@@QAEPAV?$vector@UICoord2D@@V?$allocator@UICoord2D@@@_STL@@@2@PAV32@0@Z,partitionmanager.cpp,76,0x00755E10,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??4?$_Rb_tree@HU?$pair@$$CBHI@_STL@@U?$_Select1st@U?$pair@$$CBHI@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHI@_STL@@@2@@_STL@@QAEAAV01@ABV01@@Z,peerdefs.cpp,178,0x0076ABF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,11
??4?$_Rb_tree@HU?$pair@$$CBHVAsciiString@@@_STL@@U?$_Select1st@U?$pair@$$CBHVAsciiString@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHVAsciiString@@@_STL@@@2@@_STL@@QAEAAV01@ABV01@@Z,peerdefs.cpp,178,0x0076ABF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,11
??A?$map@HPAVGameSpyStagingRoom@@U?$less@H@_STL@@V?$allocator@U?$pair@$$CBHPAVGameSpyStagingRoom@@@_STL@@@3@@_STL@@QAEAAPAVGameSpyStagingRoom@@ABH@Z,peerdefs.cpp,115,0x00654E90,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
?getClassMemoryPool@Upgrade@@CAPAVMemoryPool@@XZ,player.cpp,104,0x00121FA0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,8
??A?$hash_map@IW4Relationship@@U?$hash@I@_STL@@U?$equal_to@I@3@V?$allocator@U?$pair@$$CBIW4Relationship@@@_STL@@@3@@_STL@@QAEAAW4Relationship@@ABI@Z,player.cpp,99,0x009EEFF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
??A?$hash_map@HW4Relationship@@U?$hash@H@_STL@@U?$equal_to@H@3@V?$allocator@U?$pair@$$CBHW4Relationship@@@_STL@@@3@@_STL@@QAEAAW4Relationship@@ABH@Z,player.cpp,99,0x009EEFF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
??4?$_Rb_tree@W4NameKeyType@@U?$pair@$$CBW4NameKeyType@@M@_STL@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@M@_STL@@@3@U?$less@W4NameKeyType@@@3@V?$allocator@U?$pair@$$CBW4NameKeyType@@M@_STL@@@3@@_STL@@QAEAAV01@ABV01@@Z,player.cpp,178,0x0076ABF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,11
??4?$_Rb_tree@W4NameKeyType@@U?$pair@$$CBW4NameKeyType@@W4VeterancyLevel@@@_STL@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@W4VeterancyLevel@@@_STL@@@3@U?$less@W4NameKeyType@@@3@V?$allocator@U?$pair@$$CBW4NameKeyType@@W4VeterancyLevel@@@_STL@@@3@@_STL@@QAEAAV01@ABV01@@Z,player.cpp,178,0x0076ABF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,11
??A?$map@W4NameKeyType@@MU?$less@W4NameKeyType@@@_STL@@V?$allocator@U?$pair@$$CBW4NameKeyType@@M@_STL@@@3@@_STL@@QAEAAMABW4NameKeyType@@@Z,playertemplate.cpp,115,0x00145070,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
??A?$map@W4NameKeyType@@W4VeterancyLevel@@U?$less@W4NameKeyType@@@_STL@@V?$allocator@U?$pair@$$CBW4NameKeyType@@W4VeterancyLevel@@@_STL@@@4@@_STL@@QAEAAW4VeterancyLevel@@ABW4NameKeyType@@@Z,playertemplate.cpp,115,0x00654E90,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
?PopupReplayInput@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z,popupreplay.cpp,93,0x004DEFE0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?erase@?$vector@UPrereqUnitRec@ProductionPrerequisite@@V?$allocator@UPrereqUnitRec@ProductionPrerequisite@@@_STL@@@_STL@@QAEPAUPrereqUnitRec@ProductionPrerequisite@@PAU34@0@Z,productionprerequisite.cpp,76,0x00755E10,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?push_back@?$vector@UPrereqUnitRec@ProductionPrerequisite@@V?$allocator@UPrereqUnitRec@ProductionPrerequisite@@@_STL@@@_STL@@QAEXABUPrereqUnitRec@ProductionPrerequisite@@@Z,productionprerequisite.cpp,62,0x00755F10,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??0?$DynamicVectorClass@PAVFontCharsBuffer@@@@QAE@IPBQAVFontCharsBuffer@@@Z,render2dsentence.cpp,93,0x00981380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,7
??0?$DynamicVectorClass@PAVRender2DClass@@@@QAE@IPBQAVRender2DClass@@@Z,render2dsentence.cpp,93,0x00981380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,7
?push_back@?$vector@U?$pair@W4ObjectID@@I@_STL@@V?$allocator@U?$pair@W4ObjectID@@I@_STL@@@2@@_STL@@QAEXABU?$pair@W4ObjectID@@I@2@@Z,scriptactions.cpp,62,0x00774200,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??A?$map@PBVThingTemplate@@HU?$less@PBVThingTemplate@@@_STL@@V?$allocator@U?$pair@QBVThingTemplate@@H@_STL@@@3@@_STL@@QAEAAHABQBVThingTemplate@@@Z,selectionxlat.cpp,115,0x005D3380,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
??A?$map@W4NameKeyType@@PAVTeamPrototype@@U?$less@W4NameKeyType@@@_STL@@V?$allocator@U?$pair@$$CBW4NameKeyType@@PAVTeamPrototype@@@_STL@@@4@@_STL@@QAEAAPAVTeamPrototype@@ABW4NameKeyType@@@Z,team.cpp,115,0x00654E90,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
?erase@?$vector@UNugget@ModuleInfo@@V?$allocator@UNugget@ModuleInfo@@@_STL@@@_STL@@QAEPAUNugget@ModuleInfo@@PAU34@0@Z,thingtemplate.cpp,76,0x00779E00,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??4?$_Rb_tree@$$CBV?$BitFlags@$0BB@@@U?$pair@$$CBV?$BitFlags@$0BB@@@PBVWeaponTemplateSet@@@_STL@@U?$_Select1st@U?$pair@$$CBV?$BitFlags@$0BB@@@PBVWeaponTemplateSet@@@_STL@@@3@UMapHelper@?$SparseMatchFinder@VWeaponTemplateSet@@V?$BitFlags@$0BB@@@@@V?$allocator@U?$pair@$$CBV?$BitFlags@$0BB@@@PBVWeaponTemplateSet@@@_STL@@@3@@_STL@@QAEAAV01@ABV01@@Z,thingtemplate.cpp,178,0x0076ABF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,11
??4?$_Rb_tree@$$CBV?$BitFlags@$0L@@@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@U?$_Select1st@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@@3@UMapHelper@?$SparseMatchFinder@VArmorTemplateSet@@V?$BitFlags@$0L@@@@@V?$allocator@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@@3@@_STL@@QAEAAV01@ABV01@@Z,thingtemplate.cpp,178,0x0076ABF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,11
??4?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VAudioEventRTS@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VAudioEventRTS@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VAudioEventRTS@@@_STL@@@3@@_STL@@QAEAAV01@ABV01@@Z,thingtemplate.cpp,178,0x0076ABF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,11
??4?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@PBVFXList@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@PBVFXList@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@PBVFXList@@@_STL@@@3@@_STL@@QAEAAV01@ABV01@@Z,thingtemplate.cpp,178,0x0076ABF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,11
??4?$vector@UNugget@ModuleInfo@@V?$allocator@UNugget@ModuleInfo@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,thingtemplate.cpp,294,0x00771F60,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,17
?push_back@?$vector@UNugget@ModuleInfo@@V?$allocator@UNugget@ModuleInfo@@@_STL@@@_STL@@QAEXABUNugget@ModuleInfo@@@Z,thingtemplate.cpp,62,0x0077B9E0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??A?$map@$$CBV?$BitFlags@$0BB@@@PBVWeaponTemplateSet@@UMapHelper@?$SparseMatchFinder@VWeaponTemplateSet@@V?$BitFlags@$0BB@@@@@V?$allocator@U?$pair@$$CBV?$BitFlags@$0BB@@@PBVWeaponTemplateSet@@@_STL@@@_STL@@@_STL@@QAEAAPBVWeaponTemplateSet@@ABV?$BitFlags@$0BB@@@@Z,thingtemplate.cpp,106,0x001451E0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,7
??A?$map@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@UMapHelper@?$SparseMatchFinder@VArmorTemplateSet@@V?$BitFlags@$0L@@@@@V?$allocator@U?$pair@$$CBV?$BitFlags@$0L@@@PBVArmorTemplateSet@@@_STL@@@_STL@@@_STL@@QAEAAPBVArmorTemplateSet@@ABV?$BitFlags@$0L@@@@Z,thingtemplate.cpp,106,0x001451E0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,7
??4?$vector@UPrereqUnitRec@ProductionPrerequisite@@V?$allocator@UPrereqUnitRec@ProductionPrerequisite@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,thingtemplate.cpp,290,0x003B62F0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,17
?findBestInfo@?$SparseMatchFinder@VWeaponTemplateSet@@V?$BitFlags@$0BB@@@@@QBEPBVWeaponTemplateSet@@ABV?$vector@VWeaponTemplateSet@@V?$allocator@VWeaponTemplateSet@@@_STL@@@_STL@@ABV?$BitFlags@$0BB@@@@Z,thingtemplate.cpp,63,0x00146360,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?push_back@?$vector@VProductionPrerequisite@@V?$allocator@VProductionPrerequisite@@@_STL@@@_STL@@QAEXABVProductionPrerequisite@@@Z,thingtemplate.cpp,62,0x00788810,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?erase@?$vector@VProductionPrerequisite@@V?$allocator@VProductionPrerequisite@@@_STL@@@_STL@@QAEPAVProductionPrerequisite@@PAV3@0@Z,thingtemplate.cpp,76,0x00754E10,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??$__copy@PAUVideo@@PAU1@H@_STL@@YAPAUVideo@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,videoplayer.cpp,68,0x003B5F40,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,6
?push_back@?$vector@UVideo@@V?$allocator@UVideo@@@_STL@@@_STL@@QAEXABUVideo@@@Z,videoplayer.cpp,62,0x00755F10,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??4?$_Rb_tree@W4NameKeyType@@U?$pair@$$CBW4NameKeyType@@UPristineBoneInfo@@@_STL@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@UPristineBoneInfo@@@_STL@@@3@U?$less@W4NameKeyType@@@3@V?$allocator@U?$pair@$$CBW4NameKeyType@@UPristineBoneInfo@@@_STL@@@3@@_STL@@QAEAAV01@ABV01@@Z,w3dmodeldraw.cpp,178,0x0076ABF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,11
?erase@?$vector@UHideShowSubObjInfo@ModelConditionInfo@@V?$allocator@UHideShowSubObjInfo@ModelConditionInfo@@@_STL@@@_STL@@QAEPAUHideShowSubObjInfo@ModelConditionInfo@@PAU34@0@Z,w3dmodeldraw.cpp,76,0x00380980,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?erase@?$vector@VW3DAnimationInfo@@V?$allocator@VW3DAnimationInfo@@@_STL@@@_STL@@QAEPAVW3DAnimationInfo@@PAV3@0@Z,w3dmodeldraw.cpp,76,0x00615510,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?erase@?$vector@UParticleSysBoneInfo@@V?$allocator@UParticleSysBoneInfo@@@_STL@@@_STL@@QAEPAUParticleSysBoneInfo@@PAU3@0@Z,w3dmodeldraw.cpp,76,0x00380980,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??4?$vector@UHideShowSubObjInfo@ModelConditionInfo@@V?$allocator@UHideShowSubObjInfo@ModelConditionInfo@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,w3dmodeldraw.cpp,212,0x003B5200,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,15
??4?$vector@VW3DAnimationInfo@@V?$allocator@VW3DAnimationInfo@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,w3dmodeldraw.cpp,226,0x003B5B40,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,15
??4?$vector@UParticleSysBoneInfo@@V?$allocator@UParticleSysBoneInfo@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,w3dmodeldraw.cpp,212,0x003B5200,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,15
?push_back@?$vector@UWeaponBarrelInfo@ModelConditionInfo@@V?$allocator@UWeaponBarrelInfo@ModelConditionInfo@@@_STL@@@_STL@@QAEXABUWeaponBarrelInfo@ModelConditionInfo@@@Z,w3dmodeldraw.cpp,62,0x0076F6F0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?push_back@?$vector@UHideShowSubObjInfo@ModelConditionInfo@@V?$allocator@UHideShowSubObjInfo@ModelConditionInfo@@@_STL@@@_STL@@QAEXABUHideShowSubObjInfo@ModelConditionInfo@@@Z,w3dmodeldraw.cpp,62,0x00774200,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?push_back@?$vector@VW3DAnimationInfo@@V?$allocator@VW3DAnimationInfo@@@_STL@@@_STL@@QAEXABVW3DAnimationInfo@@@Z,w3dmodeldraw.cpp,62,0x00788860,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?push_back@?$vector@UParticleSysBoneInfo@@V?$allocator@UParticleSysBoneInfo@@@_STL@@@_STL@@QAEXABUParticleSysBoneInfo@@@Z,w3dmodeldraw.cpp,62,0x00774200,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?getClassMemoryPool@Weapon@@CAPAVMemoryPool@@XZ,weapon.cpp,104,0x002B2B30,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,8
??4?$_Rb_tree@VAsciiString@@V1@U?$_Identity@VAsciiString@@@_STL@@U?$less@VAsciiString@@@3@V?$allocator@VAsciiString@@@3@@_STL@@QAEAAV01@ABV01@@Z,wolbuddyoverlay.cpp,178,0x0076ABF0,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,11
?WOLLobbyMenuInput@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z,wollobbymenu.cpp,78,0x0050B080,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?WOLLoginMenuInput@@YA?AW4WindowMsgHandledType@@PAVGameWindow@@III@Z,wolloginmenu.cpp,78,0x0050B080,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
??0?$_Deque_base@PAVMapObject@@V?$allocator@PAVMapObject@@@_STL@@@_STL@@QAE@ABV?$allocator@PAVMapObject@@@1@I@Z,worldheightmap.cpp,76,0x009ED980,100,exact-ambiguous,-1,identical bytes; string-anchor disambiguated,5
?getMaximumVisibleBox@BaseHeightMapRenderObjClass@@QAE_NABVFrustumClass@@PAVAABoxClass@@_N@Z,baseheightmap.cpp,1439,0x006CC0A0,99,immediate-only,8,"1 literal(s): mov eax,DWORD PTR [ecx+0x2820] vs eax,DWORD PTR [ecx+0x300c]",10
?Update_Frustum@CameraClass@@IBEXXZ,camera.cpp,992,0x00931DF0,99,immediate-only,32,5 literal(s): call DWORD PTR [eax+0x48] vs DWORD PTR [eax+0x50],18
?OnError@DownloadManagerMunkee@@UAEJH@Z,downloadmenu.cpp,129,0x004C79A0,99,immediate-only,91,1 literal(s): call DWORD PTR [edx+0x1c] vs DWORD PTR [edx+0x28],9
?Set_Transform@DX8Wrapper@@SAXW4_D3DTRANSFORMSTATETYPE@@ABVMatrix4@@@Z,render2d.cpp,1057,0x006DB7D0,99,immediate-only,264,2 literal(s): call DWORD PTR [edx+0x94] vs DWORD PTR [edx+0xb0],20
?Get_Transform@DX8Wrapper@@SAXW4_D3DTRANSFORMSTATETYPE@@AAVMatrix4@@@Z,render2d.cpp,854,0x005F0F00,99,immediate-only,49,1 literal(s): call DWORD PTR [edx+0x98] vs DWORD PTR [edx+0xb4],16
