family,bytes,bodies,rva,size,name,shared_features
627,7768,6,0x002705d0,783,?d_002705d0@@YAXXZ,data 0x10b97d8; call ?j_000294e2@@YAXXZ @0x294e2; call ?bfmeReset988D@BfmeUnit988@@QAEXXZ @0x65e1; call ?removeGoal@Pathfinder@@QAEXPAVObject@@@Z @0x15d02
627,7768,6,0x00273f90,917,?d_00273f90@@YAXXZ,data 0x10b97d8; call ?j_000294e2@@YAXXZ @0x294e2; call ?bfmeReset988D@BfmeUnit988@@QAEXXZ @0x65e1; call ?removeGoal@Pathfinder@@QAEXPAVObject@@@Z @0x15d02
627,7768,6,0x00279a50,1760,?d_00279a50@@YAXXZ,data 0x10b97d8; call ?j_000294e2@@YAXXZ @0x294e2; call ?bfmeReset988D@BfmeUnit988@@QAEXXZ @0x65e1; call ?removeGoal@Pathfinder@@QAEXPAVObject@@@Z @0x15d02
627,7768,6,0x00275f30,1929,?d_00275f30@@YAXXZ,data 0x10b97d8; call ?j_000294e2@@YAXXZ @0x294e2; call ?bfmeReset988D@BfmeUnit988@@QAEXXZ @0x65e1; call ?removeGoal@Pathfinder@@QAEXPAVObject@@@Z @0x15d02
627,7768,6,0x0027b3a0,2031,?d_0027b3a0@@YAXXZ,data 0x10b97d8; call ?j_000294e2@@YAXXZ @0x294e2; call ?bfmeReset988D@BfmeUnit988@@QAEXXZ @0x65e1; call ?removeGoal@Pathfinder@@QAEXPAVObject@@@Z @0x15d02
628,7768,5,0x0046fa50,144,?d_0046fa50@@YAXXZ,data 0x10804bc (g_bfmeSideNameC1294); data 0x10804d8 (g_bfmeSideNameA1294); data 0x10804c4 (g_bfmeSideNameD1294); data 0x10804d0 (g_bfmeSideNameB1294)
628,7768,5,0x0046fbb0,246,?d_0046fbb0@@YAXXZ,data 0x10804bc (g_bfmeSideNameC1294); data 0x10804d8 (g_bfmeSideNameA1294); data 0x10804c4 (g_bfmeSideNameD1294); data 0x10804d0 (g_bfmeSideNameB1294)
628,7768,5,0x00596d40,798,?d_00596d40@@YAXXZ,data 0x10804bc (g_bfmeSideNameC1294); data 0x10804d8 (g_bfmeSideNameA1294); data 0x10804c4 (g_bfmeSideNameD1294); data 0x10804d0 (g_bfmeSideNameB1294)
628,7768,5,0x0057c340,818,?d_0057c340@@YAXXZ,data 0x10804bc (g_bfmeSideNameC1294); data 0x10804d8 (g_bfmeSideNameA1294); data 0x10804c4 (g_bfmeSideNameD1294); data 0x10804d0 (g_bfmeSideNameB1294)
628,7768,5,0x005674f0,5762,?d_005674f0@@YAXXZ,data 0x10804bc (g_bfmeSideNameC1294); data 0x10804d8 (g_bfmeSideNameA1294); data 0x10804c4 (g_bfmeSideNameD1294); data 0x10804d0 (g_bfmeSideNameB1294)
629,7768,5,0x0046fa50,144,?d_0046fa50@@YAXXZ,data 0x10804bc (g_bfmeSideNameC1294); data 0x10804d8 (g_bfmeSideNameA1294); data 0x10804c4 (g_bfmeSideNameD1294); data 0x10804d0 (g_bfmeSideNameB1294)
629,7768,5,0x0046fbb0,246,?d_0046fbb0@@YAXXZ,data 0x10804bc (g_bfmeSideNameC1294); data 0x10804d8 (g_bfmeSideNameA1294); data 0x10804c4 (g_bfmeSideNameD1294); data 0x10804d0 (g_bfmeSideNameB1294)
629,7768,5,0x00596d40,798,?d_00596d40@@YAXXZ,data 0x10804bc (g_bfmeSideNameC1294); data 0x10804d8 (g_bfmeSideNameA1294); data 0x10804c4 (g_bfmeSideNameD1294); data 0x10804d0 (g_bfmeSideNameB1294)
629,7768,5,0x0057c340,818,?d_0057c340@@YAXXZ,data 0x10804bc (g_bfmeSideNameC1294); data 0x10804d8 (g_bfmeSideNameA1294); data 0x10804c4 (g_bfmeSideNameD1294); data 0x10804d0 (g_bfmeSideNameB1294)
629,7768,5,0x005674f0,5762,?d_005674f0@@YAXXZ,data 0x10804bc (g_bfmeSideNameC1294); data 0x10804d8 (g_bfmeSideNameA1294); data 0x10804c4 (g_bfmeSideNameD1294); data 0x10804d0 (g_bfmeSideNameB1294)
630,7767,21,0x0016c480,75,?d_0016c480@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x00170460,90,?d_00170460@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x0016d050,118,?d_0016d050@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x001703c0,118,?d_001703c0@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x00181d20,155,?d_00181d20@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x002bce00,168,?d_002bce00@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x00278a50,181,?d_00278a50@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x00278b40,181,?d_00278b40@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x00278950,197,?d_00278950@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x002c0d50,230,?d_002c0d50@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x0018d260,241,?d_0018d260@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x002c0e70,275,?d_002c0e70@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x0015ca00,290,?d_0015ca00@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x0027d4f0,296,?d_0027d4f0@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x0017ac30,319,?d_0017ac30@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x002c3b90,492,?d_002c3b90@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x002c38b0,578,?d_002c38b0@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x0017bf70,586,?d_0017bf70@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x001885b0,603,?d_001885b0@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x002c3020,1057,?d_002c3020@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
630,7767,21,0x00179b10,1517,?d_00179b10@@YAXXZ,call ?bfmeSetGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z @0x314d; call ?bfmeAskCSA@BfmeSubCSA@@QAE_NXZ @0x17607; call ?ignoreObstacle@AIUpdateInterface@@QAEXPAVObject@@@Z @0x315c; call ?step2@BfmeSub30_7F0@@QAEXPAX@Z @0x16e55
631,7760,16,0x001f8dd0,62,?d_001f8dd0@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x001fe910,76,?d_001fe910@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x000d4770,91,?d_000d4770@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x002d53f0,133,?d_002d53f0@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x002d54a0,142,?d_002d54a0@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x002f0d00,144,?d_002f0d00@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x001f9c60,145,?d_001f9c60@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x0036f910,157,?d_0036f910@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x0036f9e0,157,?d_0036f9e0@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x0036fad0,212,?d_0036fad0@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x00371340,227,?d_00371340@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x00372e40,280,?d_00372e40@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x00373090,317,?d_00373090@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x00371b00,419,?d_00371b00@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x00101820,626,?d_00101820@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
631,7760,16,0x004a4240,4572,?d_004a4240@@YAXXZ,call ?bfmeConv982B@BfmeY982@@QAEPAV1@XZ @0xde9f; call ?getStructureCompletionInterface@Object@@QAEPAVStructur @0x351d9; call ?addObjectToPathfindMap@BfmeSpawnPointPathfinder@@QAEXP @0xb81b; call ?j_00019074@@YAXXZ @0x19074
632,7758,10,0x006fe5a0,75,?d_006fe5a0@@YAXXZ,call ?j_00018fc0@@YAXXZ @0x18fc0; call ?Create_Render_Obj@@YAPAVRenderObjClass@@PBD@Z @0x8ff290; data 0x12f8058 (?g_bfmeGlobPB@@3PAVBfmeGlobPB@@A); data 0x1075954 (?g_01075954@@3MC)
632,7758,10,0x00609560,78,?d_00609560@@YAXXZ,call ?j_00018fc0@@YAXXZ @0x18fc0; call ?Create_Render_Obj@@YAPAVRenderObjClass@@PBD@Z @0x8ff290; data 0x12f8058 (?g_bfmeGlobPB@@3PAVBfmeGlobPB@@A); data 0x1075954 (?g_01075954@@3MC)
632,7758,10,0x00739b30,178,?d_00739b30@@YAXXZ,call ?j_00018fc0@@YAXXZ @0x18fc0; call ?Create_Render_Obj@@YAPAVRenderObjClass@@PBD@Z @0x8ff290; data 0x12f8058 (?g_bfmeGlobPB@@3PAVBfmeGlobPB@@A); data 0x1075954 (?g_01075954@@3MC)
632,7758,10,0x003c7b60,347,?d_003c7b60@@YAXXZ,call ?j_00018fc0@@YAXXZ @0x18fc0; call ?Create_Render_Obj@@YAPAVRenderObjClass@@PBD@Z @0x8ff290; data 0x12f8058 (?g_bfmeGlobPB@@3PAVBfmeGlobPB@@A); data 0x1075954 (?g_01075954@@3MC)
632,7758,10,0x0060acb0,648,?d_0060acb0@@YAXXZ,call ?j_00018fc0@@YAXXZ @0x18fc0; call ?Create_Render_Obj@@YAPAVRenderObjClass@@PBD@Z @0x8ff290; data 0x12f8058 (?g_bfmeGlobPB@@3PAVBfmeGlobPB@@A); data 0x1075954 (?g_01075954@@3MC)
632,7758,10,0x006176a0,700,?d_006176a0@@YAXXZ,call ?j_00018fc0@@YAXXZ @0x18fc0; call ?Create_Render_Obj@@YAPAVRenderObjClass@@PBD@Z @0x8ff290; data 0x12f8058 (?g_bfmeGlobPB@@3PAVBfmeGlobPB@@A); data 0x1075954 (?g_01075954@@3MC)
632,7758,10,0x007202f0,805,?d_007202f0@@YAXXZ,call ?j_00018fc0@@YAXXZ @0x18fc0; call ?Create_Render_Obj@@YAPAVRenderObjClass@@PBD@Z @0x8ff290; data 0x12f8058 (?g_bfmeGlobPB@@3PAVBfmeGlobPB@@A); data 0x1075954 (?g_01075954@@3MC)
632,7758,10,0x00736150,860,?d_00736150@@YAXXZ,call ?j_00018fc0@@YAXXZ @0x18fc0; call ?Create_Render_Obj@@YAPAVRenderObjClass@@PBD@Z @0x8ff290; data 0x12f8058 (?g_bfmeGlobPB@@3PAVBfmeGlobPB@@A); data 0x1075954 (?g_01075954@@3MC)
632,7758,10,0x005cf330,1044,?d_005cf330@@YAXXZ,call ?j_00018fc0@@YAXXZ @0x18fc0; call ?Create_Render_Obj@@YAPAVRenderObjClass@@PBD@Z @0x8ff290; data 0x12f8058 (?g_bfmeGlobPB@@3PAVBfmeGlobPB@@A); data 0x1075954 (?g_01075954@@3MC)
632,7758,10,0x006ff160,3023,?d_006ff160@@YAXXZ,call ?j_00018fc0@@YAXXZ @0x18fc0; call ?Create_Render_Obj@@YAPAVRenderObjClass@@PBD@Z @0x8ff290; data 0x12f8058 (?g_bfmeGlobPB@@3PAVBfmeGlobPB@@A); data 0x1075954 (?g_01075954@@3MC)
633,7756,8,0x0073df50,91,?d_0073df50@@YAXXZ,call ?Overlap_Test@CollisionMath@@SA?AW4OverlapType@1@ABVFru @0x8db060; call ?Update_Frustum@CameraClass@@IBEXXZ @0x931df0; call ?Internal_Add@GenericMultiListClass@@IAE_NPAVMultiListO @0x9dbf60; call ?d_00944430@@YAXXZ @0x944430
633,7756,8,0x006f7cb0,191,?d_006f7cb0@@YAXXZ,call ?Overlap_Test@CollisionMath@@SA?AW4OverlapType@1@ABVFru @0x8db060; call ?Update_Frustum@CameraClass@@IBEXXZ @0x931df0; call ?Internal_Add@GenericMultiListClass@@IAE_NPAVMultiListO @0x9dbf60; call ?d_00944430@@YAXXZ @0x944430
633,7756,8,0x00734180,192,?d_00734180@@YAXXZ,call ?Overlap_Test@CollisionMath@@SA?AW4OverlapType@1@ABVFru @0x8db060; call ?Update_Frustum@CameraClass@@IBEXXZ @0x931df0; call ?Internal_Add@GenericMultiListClass@@IAE_NPAVMultiListO @0x9dbf60; call ?d_00944430@@YAXXZ @0x944430
633,7756,8,0x0071d130,266,?d_0071d130@@YAXXZ,call ?Overlap_Test@CollisionMath@@SA?AW4OverlapType@1@ABVFru @0x8db060; call ?Update_Frustum@CameraClass@@IBEXXZ @0x931df0; call ?Internal_Add@GenericMultiListClass@@IAE_NPAVMultiListO @0x9dbf60; call ?d_00944430@@YAXXZ @0x944430
633,7756,8,0x007bf3c0,824,?d_007bf3c0@@YAXXZ,call ?Overlap_Test@CollisionMath@@SA?AW4OverlapType@1@ABVFru @0x8db060; call ?Update_Frustum@CameraClass@@IBEXXZ @0x931df0; call ?Internal_Add@GenericMultiListClass@@IAE_NPAVMultiListO @0x9dbf60; call ?d_00944430@@YAXXZ @0x944430
633,7756,8,0x009446f0,1075,?Visibility_Check@RTS3DScene@@UAEXPAVCameraClass@@@Z,call ?Overlap_Test@CollisionMath@@SA?AW4OverlapType@1@ABVFru @0x8db060; call ?Update_Frustum@CameraClass@@IBEXXZ @0x931df0; call ?Internal_Add@GenericMultiListClass@@IAE_NPAVMultiListO @0x9dbf60; call ?d_00944430@@YAXXZ @0x944430
633,7756,8,0x00715dc0,1391,?d_00715dc0@@YAXXZ,call ?Overlap_Test@CollisionMath@@SA?AW4OverlapType@1@ABVFru @0x8db060; call ?Update_Frustum@CameraClass@@IBEXXZ @0x931df0; call ?Internal_Add@GenericMultiListClass@@IAE_NPAVMultiListO @0x9dbf60; call ?d_00944430@@YAXXZ @0x944430
633,7756,8,0x007be000,3726,?d_007be000@@YAXXZ,call ?Overlap_Test@CollisionMath@@SA?AW4OverlapType@1@ABVFru @0x8db060; call ?Update_Frustum@CameraClass@@IBEXXZ @0x931df0; call ?Internal_Add@GenericMultiListClass@@IAE_NPAVMultiListO @0x9dbf60; call ?d_00944430@@YAXXZ @0x944430
634,7750,7,0x004daa90,129,?d_004daa90@@YAXXZ,call ?j_00022976@@YAXXZ @0x22976; call ??1Gen_uw_00025c1b@@QAE@XZ @0x25c1b; call ?j_00008b9d@@YAXXZ @0x8b9d; data 0x12f401c (g_bfmeLimitsDF)
634,7750,7,0x005549c0,177,?d_005549c0@@YAXXZ,call ?j_00022976@@YAXXZ @0x22976; call ??1Gen_uw_00025c1b@@QAE@XZ @0x25c1b; call ?j_00008b9d@@YAXXZ @0x8b9d; data 0x12f401c (g_bfmeLimitsDF)
634,7750,7,0x00530550,479,?d_00530550@@YAXXZ,call ?j_00022976@@YAXXZ @0x22976; call ??1Gen_uw_00025c1b@@QAE@XZ @0x25c1b; call ?j_00008b9d@@YAXXZ @0x8b9d; data 0x12f401c (g_bfmeLimitsDF)
634,7750,7,0x00546e00,519,?d_00546e00@@YAXXZ,call ?j_00022976@@YAXXZ @0x22976; call ??1Gen_uw_00025c1b@@QAE@XZ @0x25c1b; call ?j_00008b9d@@YAXXZ @0x8b9d; data 0x12f401c (g_bfmeLimitsDF)
634,7750,7,0x00554510,957,?d_00554510@@YAXXZ,call ?j_00022976@@YAXXZ @0x22976; call ??1Gen_uw_00025c1b@@QAE@XZ @0x25c1b; call ?j_00008b9d@@YAXXZ @0x8b9d; data 0x12f401c (g_bfmeLimitsDF)
634,7750,7,0x0051c2d0,2702,?d_0051c2d0@@YAXXZ,call ?j_00022976@@YAXXZ @0x22976; call ??1Gen_uw_00025c1b@@QAE@XZ @0x25c1b; call ?j_00008b9d@@YAXXZ @0x8b9d; data 0x12f401c (g_bfmeLimitsDF)
634,7750,7,0x00547730,2787,?d_00547730@@YAXXZ,call ?j_00022976@@YAXXZ @0x22976; call ??1Gen_uw_00025c1b@@QAE@XZ @0x25c1b; call ?j_00008b9d@@YAXXZ @0x8b9d; data 0x12f401c (g_bfmeLimitsDF)
635,7733,8,0x002bc310,114,?d_002bc310@@YAXXZ,data 0x1095f98; data 0x1083b6c; call ?bfmeCalcEOC@@YAMPAX@Z @0x991c; call ?bfmeNextBCA@@YAXPAD@Z @0x49413
635,7733,8,0x003dee30,297,?d_003dee30@@YAXXZ,data 0x1095f98; data 0x1083b6c; call ?bfmeCalcEOC@@YAMPAX@Z @0x991c; call ?bfmeNextBCA@@YAXPAD@Z @0x49413
635,7733,8,0x001b80d0,650,?d_001b80d0@@YAXXZ,data 0x1095f98; data 0x1083b6c; call ?bfmeCalcEOC@@YAMPAX@Z @0x991c; call ?bfmeNextBCA@@YAXPAD@Z @0x49413
635,7733,8,0x002435f0,737,?d_002435f0@@YAXXZ,data 0x1095f98; data 0x1083b6c; call ?bfmeCalcEOC@@YAMPAX@Z @0x991c; call ?bfmeNextBCA@@YAXPAD@Z @0x49413
635,7733,8,0x001cc250,831,?d_001cc250@@YAXXZ,data 0x1095f98; data 0x1083b6c; call ?bfmeCalcEOC@@YAMPAX@Z @0x991c; call ?bfmeNextBCA@@YAXPAD@Z @0x49413
635,7733,8,0x0017ba90,897,?d_0017ba90@@YAXXZ,data 0x1095f98; data 0x1083b6c; call ?bfmeCalcEOC@@YAMPAX@Z @0x991c; call ?bfmeNextBCA@@YAXPAD@Z @0x49413
635,7733,8,0x001bbc50,1791,?d_001bbc50@@YAXXZ,data 0x1095f98; data 0x1083b6c; call ?bfmeCalcEOC@@YAMPAX@Z @0x991c; call ?bfmeNextBCA@@YAXPAD@Z @0x49413
635,7733,8,0x0015ab50,2416,?d_0015ab50@@YAXXZ,data 0x1095f98; data 0x1083b6c; call ?bfmeCalcEOC@@YAMPAX@Z @0x991c; call ?bfmeNextBCA@@YAXPAD@Z @0x49413
636,7732,4,0x002f1560,272,?d_002f1560@@YAXXZ,call ?j_0002a66c@@YAXXZ @0x2a66c; data 0x1083c50; call ?j_00019e34@@YAXXZ @0x19e34; call ?j_000049f3@@YAXXZ @0x49f3
